Label,Area,X,Y,Perim.
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,358.951577846,350.645099142,118.516534401,90.521139326
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,104.591535269,512.034816713,114.022488077,39.504722245
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,168.660695616,167.2686975,120.443825444,53.796862112
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,158.256302055,680.678295567,121.084634133,52.623380511
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,263.395436985,287.111372873,125.892164509,72.402036716
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,94.187141708,318.107920314,126.465885348,40.297312181
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,135.53091612,442.684920473,125.817327691,47.263828061
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,163.184699005,236.344436371,129.456523686,55.889897537
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,384.414962086,583.814142628,134.835682557,81.028106191
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,67.902357975,474.264525919,130.529875549,31.544278817
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,185.910084941,517.309194891,139.218836949,52.929898452
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,207.266471723,200.103656404,139.089738341,55.710343484
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,292.692018853,64.703723151,141.610537895,68.903375473
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,95.829940691,32.726103889,141.898831638,38.510794698
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,150.31610697,107.591647264,146.156492141,54.663825771
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,124.578922898,347.771061025,150.096515384,58.162487014
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,171.946293583,558.479676393,152.026694867,51.143380969
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,335.130992588,394.324710506,159.541368743,82.022033739
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,344.440186827,434.051956027,159.086498183,85.542478541
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,67.354758314,637.710032063,151.068660496,31.671242706
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,296.525216481,279.842749843,159.468088771,79.294178873
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,300.90601377,585.289312869,159.655609018,79.802034426
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,124.031323237,230.928687442,157.834161133,45.529900742
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,216.301866131,634.541443095,164.37812672,60.636414104
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,250.80064478,471.148329262,166.534557134,59.769450444
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,131.423918662,9.949549125,165.650672388,49.737755151
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,335.404792419,43.475976545,170.716298659,75.055517859
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,541.302264989,595.724649597,179.046767405,110.680687196
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,180.981687991,235.556333803,173.261614941,61.249449986
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,136.078515781,506.347698456,175.794445391,48.310345774
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,179.612688838,138.814352863,174.294653443,50.709899139
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,310.489007839,374.755777927,180.079950631,119.86720239
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,131.423918662,680.321542567,178.119494881,48.003827832
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,159.351501378,275.381605851,178.353949912,49.40945365
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,401.938151241,338.95945913,188.456595963,84.368996941
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,60.783562381,229.210949215,182.511274814,48.130791721
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,188.100483585,182.671037668,189.401045314,52.189898681
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,120.47192544,295.396273446,188.507570604,49.610791263
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,324.452799197,556.1254735,193.224482244,68.268556031
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,382.498363273,34.362974668,198.02313778,78.808106878
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,109.246132388,686.015310371,194.770978516,56.143825313
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,83.235148486,173.766692646,197.979463467,38.891686363
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,272.430831393,98.408162417,203.582140728,67.602929984
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,217.397065453,657.023326669,205.287497791,56.502933419
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,197.957277485,691.806468333,205.074409508,57.496860967
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,178.243689685,138.929245195,205.169315233,52.010344629
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,450.948320909,596.436146518,209.141036752,84.167659328
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,349.642383607,324.515759168,211.27057781,80.795961974
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,111.984130693,488.994356608,208.707999681,42.771239271
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,298.989414956,377.450763354,214.034435033,74.061590311
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,114.722128999,527.961317309,210.279501403,40.603830122
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,389.617158867,39.853166873,221.169163263,86.51462253
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,123.757523407,638.320237198,218.659688647,43.870347147
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,118.007726965,172.41015093,222.071179958,46.95731012
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,135.53091612,228.737587798,223.673076323,44.430792866
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,155.51830375,455.445245383,224.816140841,46.830346232
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,319.798202078,209.26411885,231.279070434,73.395964264
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,502.696488882,596.512531024,234.626307107,136.379341569
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,299.263214787,303.502344348,231.223684161,67.602929984
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,277.633028173,431.030612501,230.283952043,63.955521294
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,177.422290194,521.641437192,229.134084113,54.663825771
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,162.089499683,133.753625689,229.733618816,49.969899368
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,245.598448,554.423091944,231.175704315,59.156414562
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,107.055733743,673.616820082,228.006366361,40.117758128
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,300.632213939,14.358165826,239.930388463,80.108552367
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,64.890559839,276.255285853,236.9424285,30.44517094
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,349.916183438,39.101111708,246.022147689,85.722032594
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,136.352315612,265.105211805,245.969488335,45.477310578
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,78.032951706,200.306244131,246.821202449,43.077757212
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,306.10821055,296.776229333,260.558572745,72.529000605
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,122.388524254,439.109584335,256.729875634,44.303828977
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,199.052476807,549.455267378,258.405304218,52.802934564
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,301.1798136,403.588128684,262.344865641,69.389447468
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,178.791289346,331.592662933,262.069750806,53.056862341
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,141.828312223,124.369942799,261.668824015,45.783828519
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,335.130992588,233.053680545,265.738549096,69.315073744
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,121.567124762,70.757796675,262.320035487,50.096863257
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,107.329533574,488.144449345,265.0626469,40.244722016
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,291.323019701,575.937843143,270.920223483,68.522483808
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,203.707073926,638.313210373,270.2624959,66.429448384
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,203.707073926,156.588025924,272.096011811,58.289450902
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,102.948736285,186.376176358,273.788238254,39.684276298
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,89.806344419,523.806044533,274.852881306,35.498205449
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,75.842553061,392.970234505,279.751752398,46.344274237
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,340.059389538,10.472339281,285.371561395,71.175964951
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,185.63628511,209.677850051,284.337164545,52.623380511
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,106.508134082,354.276511233,282.779712461,47.951237668
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,159.077701547,638.331223937,286.539161422,50.403381198
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,226.158660031,104.243806699,290.812828787,65.763822336
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,485.173299727,284.626536689,295.614382083,87.793284459
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,167.291696464,458.859050764,290.397103801,50.403381198
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,206.445072232,564.012670914,289.820172448,64.875075118
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,240.396251219,377.403131853,297.845734946,79.11462482
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,165.64889748,400.04263911,300.355340332,75.541589853
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,84.604147639,233.403084247,300.854368255,35.677759502
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,95.55614086,522.184601227,301.94659791,40.476866234
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,65.985759162,129.209112694,302.158106246,32.897314471
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,91.996743063,177.218119208,302.518370123,42.136419829
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,69.545156959,344.988271997,3.114832246,36.290795385
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,88.711145097,661.362049263,5.542667884,44.864274695
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,173.862892397,204.547655079,14.624467007,68.469893644
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,61.878761703,142.46301185,16.994336302,31.185170711
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,87.615945775,295.512074198,18.245382241,37.284722932
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,149.220907647,698.04507611,19.469549935,50.044273092
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,61.057362212,520.873687424,19.746569076,31.237760876
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,140.185513239,639.799436516,23.201215923,47.084274008
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,156.613503072,585.811159172,26.145561832,51.524272634
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,84.877947469,836.959292149,27.499784789,44.991238584
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,70.640356281,84.471826972,27.191207304,32.971688195
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,88.437345266,124.261018365,29.53334544,43.384275153
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,69.545156959,563.02446915,31.655100723,38.891686363
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,96.651340183,45.742162642,33.769466378,60.404269886
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,76.390152722,24.655994812,33.36009643,48.257755609
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,79.675750689,291.274469769,33.83111254,39.198204304
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,78.306751536,789.143878987,34.730849183,39.198204304
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,72.556955095,249.948908215,35.910366745,38.637758586
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,132.245318154,752.347108475,40.526560912,48.691237439
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,71.187955942,695.201716289,40.373445821,39.938204075
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,75.568753231,442.193546626,42.47876062,36.365169108
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,178.243689685,215.550095766,45.728081743,56.936415249
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,67.080958484,339.952735843,43.427281435,36.23820522
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,104.317735438,841.380326648,48.22427781,49.917309204
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,100.48453781,47.176704801,49.785870214,44.251238813
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,72.556955095,483.278917703,48.427113497,40.805167734
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,135.53091612,599.832768584,51.73021619,51.090790805
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,106.234334252,248.287675851,50.195089243,49.917309204
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,110.615131541,669.947482425,54.365818038,43.077757212
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,65.16435967,808.762519188,53.495523059,35.318651396
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,60.23596272,28.912430252,55.137212743,40.244722016
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,84.877947469,447.431896172,55.335468004,47.951237668
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,85.973146791,384.275304815,57.750113567,36.851241103
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,111.984130693,646.006556216,59.302883591,51.88338074
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,81.866149333,163.653144829,58.450114268,44.251238813
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,193.576480196,707.368631868,61.280125037,58.311234462
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,85.973146791,294.369768036,58.005077277,42.083829664
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,84.604147639,772.385107003,58.34674925,44.251238813
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,67.902357975,320.515038628,60.233846071,45.297756525
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,68.723757467,193.932031802,63.148588212,38.458204533
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,129.233520018,571.573829607,68.07021247,45.170792637
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,13449.869075903,18.248278456,313.445897129,918.889855997
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,84.604147639,521.91345434,70.381702942,42.0312395
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,100.758337641,611.826105157,71.093531383,45.731238355
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,122.936123915,257.94156026,72.337332049,50.403381198
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,119.102926287,652.610249739,72.68666959,69.389447468
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,102.674936455,56.590794133,81.517450683,46.269900513
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,60.783562381,699.535808112,80.32023442,33.76427813
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,109.519932218,598.712783214,83.442781644,50.963826916
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,61.878761703,94.584826512,85.941794167,33.584724077
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,93.365742216,319.39889373,87.283720312,59.664270115
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,72.283155264,459.556054501,86.656819886,35.625169337
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,110.34133171,198.918217497,88.743014072,42.644275382
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,68.723757467,349.840239273,87.14136182,36.058651167
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,82.961348655,134.248708215,89.124107848,38.891686363
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,96.377540352,756.508923942,89.124956593,45.297756525
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,130.32871934,575.276942445,91.875900588,46.471238126
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,114.995928829,237.36641326,93.964832021,43.2047211
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,67.080958484,647.41750397,91.317213401,35.064723619
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,60.783562381,814.009289495,93.658621208,31.977760647
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,101.853536963,429.62927954,95.008054248,39.863830351
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,91.449143402,61.442182873,95.65767215,49.790345316
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,75.2949534,708.091960366,96.459440303,36.417759273
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,73.925954247,490.008662841,96.909478156,38.27865048
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,155.792103581,527.060989268,101.801435863,64.156858906
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,110.34133171,666.028671729,101.533641844,61.249449986
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,97.472739674,206.480002399,101.575420709,48.56427355
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,120.47192544,756.276727825,103.097454584,49.663381427
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,80.22335035,27.942558679,104.200839964,38.891686363
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,116.364927982,598.917777566,103.307919369,51.88338074
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,92.270542894,463.943505434,106.369830354,43.511239042
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,82.687548825,361.888943679,107.496774681,38.204276756
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,62.973961026,67.436691366,114.944045428,36.492132997
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,78.032951706,433.815557679,115.679681124,41.418203617
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,78.032951706,340.376213938,115.760464948,53.056862341
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,103.770135777,127.565400799,117.776732487,41.904275611
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,88.711145097,603.008996822,119.22226938,42.771239271
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,72.283155264,644.002819255,118.89075465,39.303384633
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,111.162731202,714.012485523,122.615273539,44.557756754
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,107.055733743,236.684969128,124.750398165,43.563829206
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,82.413748994,571.93496779,123.809825132,42.464721329
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,109.246132388,35.003919196,128.043015812,45.551684302
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,110.888931371,804.581551185,126.43161362,45.118202472
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,123.209923746,751.222972227,133.093797057,47.338201785
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,138.268914426,613.915784337,133.561045917,63.162931358
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,65.985759162,463.547638594,135.740078002,36.365169108
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,70.36655645,38.764929929,139.02295559,37.718204762
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,119.924325779,573.758114395,141.800760708,43.384275153
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,63.521560687,350.055663916,141.699400418,38.764722474
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,69.271357128,689.472135225,143.471166886,38.331240645
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,73.378354586,129.508519357,144.686931102,42.771239271
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,124.031323237,248.584342224,148.884471029,52.443826458
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,154.149304597,210.439748416,153.207497788,60.277305998
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,85.1517473,769.127424636,151.549056527,42.644275382
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,98.294139166,359.497053499,152.235532366,45.170792637
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,67.902357975,73.574836988,151.915971379,37.897758815
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,80.770950011,660.27551796,154.459806181,56.756861196
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,89.532544588,383.499936073,155.503090988,45.043828748
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,62.426361364,497.380492726,157.106176566,34.018205907
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,79.401950858,597.471396686,159.633646627,42.210793553
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,89.806344419,153.852461422,162.663311003,38.151686592
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,162.910899175,41.407364055,166.387961704,54.970343713
