"","file","id_complete","image_surface_µm2","id_amap","number","site","site_type","site_replicate","species_site_replicate","species","species_replicate","micro","organ"
"142","1970_t1-Ft1-16_Tige_X200_09µm_square.jpg","1970_t1_Ft1_16_T_X200_09µm",7560705.9210852,"1970","16","t1","T","1","Ft1","Ft","1",1,"T"
"143","1971_t1-Ft1-16_Racine_X200_09µm_square.jpg","1971_t1_Ft1_16_R_X200_09µm",2866678.18031616,"1971","16","t1","T","1","Ft1","Ft","1",1,"R"
"144","1972_t1-Fe1-10_Tige_X200_09µm_square.jpg","1972_t1_Fe1_10_T_X200_09µm",3236583.44942496,"1972","10","t1","T","1","Fe1","Fe","1",1,"T"
"145","1973_t1-Fe1-10_Racine_X200_09µm_square.jpg","1973_t1_Fe1_10_R_X200_09µm",2764428.299649,"1973","10","t1","T","1","Fe1","Fe","1",1,"R"
"146","1974_t3-Ft2-53_Tige_X200_09µm_square.jpg","1974_t3_Ft2_53_T_X200_09µm",3058884.28904562,"1974","53","t3","T","3","Ft2","Ft","2",1,"T"
"147","1975_t3-Ft2-53_Racine_X200_09µm_square.jpg","1975_t3_Ft2_53_R_X200_09µm",959883.72043936,"1975","53","t3","T","3","Ft2","Ft","2",1,"R"
"148","1976_t2-Ft1-34_Tige_X200_09µm_square.jpg","1976_t2_Ft1_34_T_X200_09µm",6117458.13231839,"1976","34","t2","T","2","Ft1","Ft","1",1,"T"
"149","1977_t1-Ft3-18_Racine_X200_09µm_square.jpg","1977_t1_Ft3_18_R_X200_09µm",2277634.71860736,"1977","18","t1","T","1","Ft3","Ft","3",1,"R"
"150","1978_t2-Ft2-35_Tige_X200_09µm_square.jpg","1978_t2_Ft2_35_T_X200_09µm",3269249.6493352,"1978","35","t2","T","2","Ft2","Ft","2",1,"T"
"151","1979_t2-Ft2-35_Racine_X200_09µm_square.jpg","1979_t2_Ft2_35_R_X200_09µm",1062016.7274038,"1979","35","t2","T","2","Ft2","Ft","2",1,"R"
"152","1980_t3-Ho2-41_Tige_X200_09µm_square.jpg","1980_t3_Ho2_41_T_X200_09µm",2145801.1819392,"1980","41","t3","T","3","Ho2","Ho","2",1,"T"
"153","1981_t3-Ho2-41_Racine_X200_09µm_square.jpg","1981_t3_Ho2_41_R_X200_09µm",862370.87703557,"1981","41","t3","T","3","Ho2","Ho","2",1,"R"
"154","1982_t1-Ho3-6_Tige_X200_09µm_square.jpg","1982_t1_Ho3_06_T_X200_09µm",5858528.09624544,"1982","06","t1","T","1","Ho3","Ho","3",1,"T"
"155","1983_t1-Ho2-5_Tige_X200_09µm_square.jpg","1983_t1_Ho2_05_T_X200_09µm",4398892.42297536,"1983","05","t1","T","1","Ho2","Ho","2",1,"T"
"156","1984_t1-Ho1-4_Tige_X200_09µm_square.jpg","1984_t1_Ho1_04_T_X200_09µm",6698148.77658592,"1984","04","t1","T","1","Ho1","Ho","1",1,"T"
"157","1985_t2-Ho1-22_Tige_X200_09µm_square.jpg","1985_t2_Ho1_22_T_X200_09µm",11541278.1436,"1985","22","t2","T","2","Ho1","Ho","1",1,"T"
"158","1986_t2-Ho2-23_Tige_X200_11µm_square.jpg","1986_t2_Ho2_23_T_X200_11µm",2956466.4024308,"1986","23","t2","T","2","Ho2","Ho","2",1,"T"
