"","number","site","site_type","site_replicate","species_site_replicate","species","species_replicate","micro","organ","year","ring_length_µm","mean_vessel_size_µm2","vessel_density_per_mm2","vessel_area","Kth"
"439","55","F1","F",1,"Fe1","Fe",1,0,"T","2023",80.722,202.081870967742,844.626943329278,0.170683792977745,1.76553817022179
"440","55","F1","F",1,"Fe1","Fe",1,0,"T","2024",166.55,193.274529411765,737.584847721139,0.142556364344551,1.5149103758892
"441","56","F1","F",1,"Fe2","Fe",2,0,"R","2021",74.336,265.164461538462,731.507292137487,0.193969737231095,2.62611255721878
"442","56","F1","F",1,"Fe2","Fe",2,0,"R","2022",84.798,244.304181818182,1012.10068394692,0.247260429509276,3.17185746916184
"443","56","F1","F",1,"Fe2","Fe",2,0,"R","2023",58.423,248.694538461538,870.680339202221,0.216533445105432,2.67865397957837
"444","56","F1","F",1,"Fe2","Fe",2,0,"R","2024",151.319,235.031023809524,984.435677636872,0.231372925189616,3.31540143248357
"445","56","F1","F",1,"Fe2","Fe",2,0,"T","2021",71.698,157.065869565217,929.339225270124,0.145967473538118,1.22660719510891
"446","56","F1","F",1,"Fe2","Fe",2,0,"T","2022",58.106,144.919875,1263.88209561096,0.183161635310678,1.31717674094602
"447","56","F1","F",1,"Fe2","Fe",2,0,"T","2023",80.078,210.682571428571,773.067703780546,0.162871891720867,1.75787508897982
"448","56","F1","F",1,"Fe2","Fe",2,0,"T","2024",114.63,178.190098039216,1189.43221511449,0.211945043022252,2.20033783740135
"449","57","F1","F",1,"Fe3","Fe",3,0,"R","2021",203.067,135.687285714286,282.651628236995,0.0383522322382012,0.253237854708219
"450","57","F1","F",1,"Fe3","Fe",3,0,"R","2022",77.898,178.791333333333,190.131697932253,0.0339938997822381,0.287832637153109
"451","57","F1","F",1,"Fe3","Fe",3,0,"R","2023",71.658,135.967936170213,798.365918015566,0.108552166181214,0.815072331132297
"452","57","F1","F",1,"Fe3","Fe",3,0,"R","2024",173.09,190.169222222222,662.107594700594,0.125912486311638,1.2004917852841
"453","57","F1","F",1,"Fe3","Fe",3,0,"T","2021",114.196,139.479711111111,627.447674548482,0.0875162203833607,0.558607364108147
"454","57","F1","F",1,"Fe3","Fe",3,0,"T","2022",111.252,115.379266666667,205.480325020408,0.023708169215283,0.118709642392851
"455","57","F1","F",1,"Fe3","Fe",3,0,"T","2023",186.293,85.2430555555556,668.528191508908,0.0569873857692489,0.218570501269174
"456","57","F1","F",1,"Fe3","Fe",3,0,"T","2024",186.337,134.161923076923,650.537465384402,0.0872773573895586,0.624261061304519
"457","58","F1","F",1,"Ft1","Ft",1,0,"R","2021",201.658,282.957684210526,597.706811174625,0.16912573512683,2.19839532430514
"458","58","F1","F",1,"Ft1","Ft",1,0,"R","2022",147.883,303.251566666667,620.883055779796,0.188283759382011,3.20697040890002
"459","58","F1","F",1,"Ft1","Ft",1,0,"R","2023",181.227,154.511972972973,727.194156748617,0.112360203893646,0.876478708686999
"460","58","F1","F",1,"Ft1","Ft",1,0,"R","2024",311.672,159.721438596491,556.613610500149,0.0889031266114708,0.743316092839559
"461","58","F1","F",1,"Ft1","Ft",1,0,"T","2021",NA,NA,NA,NA,NA
"462","58","F1","F",1,"Ft1","Ft",1,0,"T","2022",231.293,83.1962857142857,276.315833343889,0.0229884510182592,0.0774674779803719
"463","58","F1","F",1,"Ft1","Ft",1,0,"T","2023",256.419,110.222666666667,359.960496686444,0.0396758058394377,0.196874854661095
"464","58","F1","F",1,"Ft1","Ft",1,0,"T","2024",255.39,117.223727272727,333.612912972535,0.0391073491249525,0.199450598463456
"465","59","F1","F",1,"Ft2","Ft",2,0,"R","2021",196.322,256.536026315789,746.450381267506,0.191491414652272,2.73561446286923
"466","59","F1","F",1,"Ft2","Ft",2,0,"R","2022",107.819,224.738962962963,797.904255564255,0.179320174939246,1.83194231941639
"467","59","F1","F",1,"Ft2","Ft",2,0,"R","2023",167.835,190.997,666.689983929583,0.127335786860599,1.45435619157101
"468","59","F1","F",1,"Ft2","Ft",2,0,"R","2024",242.79,228.06972,615.396306446977,0.140353263300396,1.71400807670341
"469","59","F1","F",1,"Ft2","Ft",2,0,"T","2021",77.425,102.3555,660.950677611375,0.0676519370822511,0.300998080204856
"470","59","F1","F",1,"Ft2","Ft",2,0,"T","2022",104.955,114.226666666667,770.930844410679,0.0880608605875505,0.440353823088219
"471","59","F1","F",1,"Ft2","Ft",2,0,"T","2023",310.252,103.686527777778,460.023219450394,0.0476982103219661,0.250533379880848
"472","59","F1","F",1,"Ft2","Ft",2,0,"T","2024",245.008,148.507916666667,679.643155879109,0.100932389156365,0.918990146624552
"473","60","F1","F",1,"Ft3","Ft",3,0,"R","2021",134.011,258.227458333333,698.821498233953,0.180454899317646,2.33400818676019
"474","60","F1","F",1,"Ft3","Ft",3,0,"R","2022",124.019,369.615315789474,593.423539810923,0.219338429064122,3.70146226673287
"475","60","F1","F",1,"Ft3","Ft",3,0,"R","2023",125.677,278.444333333333,845.665321879161,0.235470716773762,3.29794134454467
"476","60","F1","F",1,"Ft3","Ft",3,0,"R","2024",48.245,396.636363636364,719.781707288548,0.285491598990903,5.37025817700768
"477","60","F1","F",1,"Ft3","Ft",3,0,"T","2021",104.907644811888,183.024692307692,304.399576505526,0.0557126388285157,0.664954575755538
"478","60","F1","F",1,"Ft3","Ft",3,0,"T","2022",242.902516875098,299.452717948718,466.816848386817,0.139789574033687,2.04702083056634
"479","60","F1","F",1,"Ft3","Ft",3,0,"T","2023",105.884569096332,261.951352941176,541.668865938736,0.141890892278765,1.84044733384202
"480","60","F1","F",1,"Ft3","Ft",3,0,"T","2024",95.3770080058605,282.500555555556,445.80151448999,0.12593917551093,1.7022599139561
"481","61","F2","F",2,"Fe1","Fe",1,0,"R","2021",155.139971744022,165.8595,810.836356585305,0.13448491268506,1.24318500121407
"482","61","F2","F",2,"Fe1","Fe",1,0,"R","2022",200.419130343781,232.260024691358,799.882551305527,0.185780741116408,2.22018546703165
"483","61","F2","F",2,"Fe1","Fe",1,0,"R","2023",97.8509758777667,255.080552631579,821.98182235598,0.209671577499676,3.1602528336432
"484","61","F2","F",2,"Fe1","Fe",1,0,"R","2024",65.9306158756737,201.949604651163,1205.04763235173,0.243358892939252,2.67456800444669
"485","61","F2","F",2,"Fe1","Fe",1,0,"T","2021",60.18,165.3202,865.857696572528,0.14314376756891,1.05454821731661
"486","61","F2","F",2,"Fe1","Fe",1,0,"T","2022",79.567,179.050684210526,794.088010761415,0.142182001650207,1.41248874951172
"487","61","F2","F",2,"Fe1","Fe",1,0,"T","2023",79.156,281.719,558.817644730498,0.157429548055831,2.39651235226501
"488","61","F2","F",2,"Fe1","Fe",1,0,"T","2024",48.145,247.529421052632,954.968756415024,0.236382863398762,2.71394229445197
"489","62","F2","F",2,"Fe2","Fe",2,0,"R","2021",307.699,201.99132,738.624915026336,0.149195821571058,1.59147257634615
"490","62","F2","F",2,"Fe2","Fe",2,0,"R","2022",206.241,245.208826923077,793.020838640194,0.194455709568517,2.71849012278433
"491","62","F2","F",2,"Fe2","Fe",2,0,"R","2023",181.83,229.343130434783,768.533095732797,0.176257786018094,2.12948862584749
"492","62","F2","F",2,"Fe2","Fe",2,0,"R","2024",156.224,289.172731707317,745.275254259435,0.215513281148066,3.49236500860756
"493","62","F2","F",2,"Fe2","Fe",2,0,"T","2021",94.786,157.477444444444,1443.47132874797,0.227314175980057,2.03818000318397
"494","62","F2","F",2,"Fe2","Fe",2,0,"T","2022",107.859,240.651137931034,831.313277699286,0.200056486255511,2.53736721995163
"495","62","F2","F",2,"Fe2","Fe",2,0,"T","2023",75.5,231.925625,1216.1549073411,0.282057486981902,4.62423783998729
"496","62","F2","F",2,"Fe2","Fe",2,0,"T","2024",70.878,273.053136363636,730.168575639901,0.199374819652644,4.06397227198514
"497","63","F2","F",2,"Fe3","Fe",3,0,"R","2021",208.271,209.6965,290.394458319835,0.0608947015290653,0.650073855382076
"498","63","F2","F",2,"Fe3","Fe",3,0,"R","2022",88.623,247.117,312.419984714023,0.0772042893625753,0.922644956998838
"499","63","F2","F",2,"Fe3","Fe",3,0,"R","2023",140.49,136.702222222222,321.277735948239,0.0439193804546485,0.303049367562426
"500","63","F2","F",2,"Fe3","Fe",3,0,"R","2024",65.022,201.286105263158,717.908582456304,0.144505022497624,1.62757545877837
"501","63","F2","F",2,"Fe3","Fe",3,0,"T","2021",127.151,146.407625,529.511159253867,0.0775244712373554,0.584390880108011
"502","63","F2","F",2,"Fe3","Fe",3,0,"T","2022",145.192,172.220098039216,627.089275328694,0.107997376476448,1.0405599348236
"503","63","F2","F",2,"Fe3","Fe",3,0,"T","2023",107.476,167.664333333333,581.250430291138,0.0974549658944768,0.905725994904352
"504","63","F2","F",2,"Fe3","Fe",3,0,"T","2024",138.11,182.266430769231,707.144456526208,0.128888696129279,1.26392600056751
"505","64","F2","F",2,"Ft1","Ft",1,0,"R","2021",168.698131965884,182.413884615385,607.556610498213,0.110826761444735,0.965137563869553
"506","64","F2","F",2,"Ft1","Ft",1,0,"R","2022",113.903511066925,204.022363636364,626.362918889885,0.127792043206086,1.28066603307039
"507","64","F2","F",2,"Ft1","Ft",1,0,"R","2023",102.047511904139,193.143709677419,596.552031477632,0.115220272375191,1.08974490204455
"508","64","F2","F",2,"Ft1","Ft",1,0,"R","2024",330.239129297263,164.719549295775,477.135363745803,0.0785935220692841,0.672370735454102
"509","64","F2","F",2,"Ft1","Ft",1,0,"T","2021",168.158,150.033483870968,553.671527730195,0.0830692682255223,0.556907412492777
"510","64","F2","F",2,"Ft1","Ft",1,0,"T","2022",97.382,123.0183,685.479475605238,0.0843265197738479,0.475458252415672
"511","64","F2","F",2,"Ft1","Ft",1,0,"T","2023",273.804,124.933833333333,544.301474829779,0.0680016697394712,0.387723944949242
"512","64","F2","F",2,"Ft1","Ft",1,0,"T","2024",232.53,146.440807692308,676.75733834829,0.0991048912394199,0.748354253773615
"513","65","F2","F",2,"Ft2","Ft",2,0,"R","2021",85.336,207.084083333333,476.247619428298,0.0986233017089912,0.884204921718195
"514","65","F2","F",2,"Ft2","Ft",2,0,"R","2022",87.951,254.770714285714,714.147463254546,0.181943859318692,2.14815203725593
"515","65","F2","F",2,"Ft2","Ft",2,0,"R","2023",85.353,238.740333333333,817.226787555778,0.195104995669996,2.4209041289773
"516","65","F2","F",2,"Ft2","Ft",2,0,"R","2024",73.327,235.96975,455.598225682878,0.107507399414832,1.22933714951341
"517","65","F2","F",2,"Ft2","Ft",2,0,"T","2021",89.909,102.997176470588,591.872071757851,0.060961152222856,0.281863138868668
"518","65","F2","F",2,"Ft2","Ft",2,0,"T","2022",39.219,96.411875,654.710668432548,0.0631218831260852,0.26646781436941
"519","65","F2","F",2,"Ft2","Ft",2,0,"T","2023",80.423,123.249142857143,441.122261829001,0.0543679406656285,0.283534955684719
"520","65","F2","F",2,"Ft2","Ft",2,0,"T","2024",97.758,142.765,622.901886372398,0.0889285878079554,0.585794845278102
"521","66","F2","F",2,"Ft3","Ft",3,0,"R","2021",99.2993563916069,172.872047619048,713.798525572064,0.1233958127031,1.01154226575541
"522","66","F2","F",2,"Ft3","Ft",3,0,"R","2022",97.9933022866412,255.199666666667,674.532868507899,0.172140563198926,2.16280289567738
"523","66","F2","F",2,"Ft3","Ft",3,0,"R","2023",76.6338757783476,223.169708333333,735.832209062197,0.164215459478683,1.71801699477118
"524","66","F2","F",2,"Ft3","Ft",3,0,"R","2024",91.3411124483282,248.676636363636,704.566744109631,0.175209288018862,2.19494566691347
"525","66","F2","F",2,"Ft3","Ft",3,0,"T","2021",114.145,120.89975,862.091187840589,0.10422660908713,0.577362188358445
"526","66","F2","F",2,"Ft3","Ft",3,0,"T","2022",113.735,141.49984,788.282773780866,0.111541886364749,0.700229154594676
"527","66","F2","F",2,"Ft3","Ft",3,0,"T","2023",123.16,141.638730769231,868.768606711836,0.123051282786817,0.818037371513542
"528","66","F2","F",2,"Ft3","Ft",3,0,"T","2024",67.013,175.312411764706,793.116881044222,0.139043233227164,1.11013387078
"529","67","F3","F",3,"Fe1","Fe",1,0,"R","2021",171.608,144.695147058824,525.845045936424,0.0760872262519247,0.533662916242157
"530","67","F3","F",3,"Fe1","Fe",1,0,"R","2022",110.057,237.083544554455,820.072665057081,0.194425734223951,2.54091651502182
"531","67","F3","F",3,"Fe1","Fe",1,0,"R","2023",174.414,340.683055555556,633.939788379578,0.215972544143397,3.57768254293776
"532","67","F3","F",3,"Fe1","Fe",1,0,"R","2024",120.226,301.43995,888.141240289567,0.267721251065825,3.90187458043498
"533","67","F3","F",3,"Fe1","Fe",1,0,"T","2021",158.193710428549,138.268952380952,476.840521857742,0.0659322394100565,0.408381437278717
"534","67","F3","F",3,"Fe1","Fe",1,0,"T","2022",122.442572340537,163.869214285714,407.402280149022,0.0667606915462287,0.546701746789336
"535","67","F3","F",3,"Fe1","Fe",1,0,"T","2023",177.911150646225,229.532339285714,506.279901883457,0.116207610212652,1.37454971058616
"536","67","F3","F",3,"Fe1","Fe",1,0,"T","2024",85.8207315158809,164.844151515152,669.551735649018,0.110371687758559,0.830225733751856
"537","68","F3","F",3,"Fe2","Fe",2,0,"R","2021",277.865,185.267781954887,747.028955295139,0.138400397603607,1.33200771495474
"538","68","F3","F",3,"Fe2","Fe",2,0,"R","2022",155.701,209.16108045977,846.614161223968,0.177078732694147,2.02312887973378
"539","68","F3","F",3,"Fe2","Fe",2,0,"R","2023",150.715,176.285821917808,759.922738712045,0.133963604587885,1.30531051046465
"540","68","F3","F",3,"Fe2","Fe",2,0,"R","2024",272.894,208.434326530612,759.9013940344,0.158389535295233,1.88355540187845
"541","68","F3","F",3,"Fe2","Fe",2,0,"T","2021",279.452,148.821071428571,508.412634901709,0.0756625130538955,0.567569672594675
"542","68","F3","F",3,"Fe2","Fe",2,0,"T","2022",163.295,185.561558441558,544.701774606468,0.101075710181859,0.939039744044001
"543","68","F3","F",3,"Fe2","Fe",2,0,"T","2023",152.672,219.252793650794,513.918310164435,0.112678025211847,1.3762362362475
"544","68","F3","F",3,"Fe2","Fe",2,0,"T","2024",283.315,208.422073529412,503.328483160253,0.104904766126674,1.25676547041561
"545","69","F3","F",3,"Fe3","Fe",3,0,"R","2021",108.864,146.828260869565,504.931770238893,0.0741382536819676,0.587668146224207
"546","69","F3","F",3,"Fe3","Fe",3,0,"R","2022",183.748,184.253853658537,614.404180864732,0.113206338028243,0.97966384800935
"547","69","F3","F",3,"Fe3","Fe",3,0,"R","2023",272.186,218.880581818182,561.253836839588,0.122847566355136,1.29006952285739
"548","69","F3","F",3,"Fe3","Fe",3,0,"R","2024",255.39,282.639066666667,601.159295179336,0.169911102107479,2.35984515046546
"549","69","F3","F",3,"Fe3","Fe",3,0,"T","2021",206.185,165.265627272727,907.642324303529,0.150002078065299,1.34016971303549
"550","69","F3","F",3,"Fe3","Fe",3,0,"T","2022",277.016,168.111395061728,1080.82165970607,0.181698437026121,1.97654680132996
"551","69","F3","F",3,"Fe3","Fe",3,0,"T","2023",151.23,179.9537,1233.93927977385,0.222051938970639,2.27645474756092
"552","69","F3","F",3,"Fe3","Fe",3,0,"T","2024",110.493,191.566414634146,1308.06869159435,0.250582029343908,3.91638068581788
"553","70","F3","F",3,"Ft1","Ft",1,0,"R","2021",92.136,182.50125,827.933222552131,0.151098848032292,1.23754400029677
"554","70","F3","F",3,"Ft1","Ft",1,0,"R","2022",63.849,167.514125,1004.9329915287,0.168340470759563,1.33723643833386
"555","70","F3","F",3,"Ft1","Ft",1,0,"R","2023",75.355,171.1933,936.391945107977,0.160304027176453,1.24193692038818
"556","70","F3","F",3,"Ft1","Ft",1,0,"R","2024",94.715,176.361333333333,956.820463600508,0.168746132721204,1.36892012783074
"557","70","F3","F",3,"Ft1","Ft",1,0,"T","2021",294.385955732301,97.1533611111111,366.707338364304,0.0356268504662016,0.158167067034709
"558","70","F3","F",3,"Ft1","Ft",1,0,"T","2022",104.032232745539,127.997810810811,525.392751489095,0.0672491220064726,0.39428353812743
"559","70","F3","F",3,"Ft1","Ft",1,0,"T","2023",190.069070169013,126.769360465116,787.177711419825,0.099790015049085,0.619982860136608
"560","70","F3","F",3,"Ft1","Ft",1,0,"T","2024",61.0219245460729,127.953744186047,758.881635821999,0.0971017466974566,0.571160083766546
"561","71","F3","F",3,"Ft2","Ft",2,0,"R","2021",181.092,150.550892857143,601.587675610996,0.0905695616950887,0.625703231683351
"562","71","F3","F",3,"Ft2","Ft",2,0,"R","2022",95.743,120.544933333333,491.345639639275,0.0592292273739405,0.314459878883525
"563","71","F3","F",3,"Ft2","Ft",2,0,"R","2023",159.248,136.565222222222,601.898471214887,0.0821983984766769,0.529095486100391
"564","71","F3","F",3,"Ft2","Ft",2,0,"R","2024",194.98,145.863642857143,513.919455326292,0.0749621638890517,0.551598108676851
"565","71","F3","F",3,"Ft2","Ft",2,0,"T","2021",231.484,101.009333333333,798.867686319073,0.080693092416632,0.380725346595837
"566","71","F3","F",3,"Ft2","Ft",2,0,"T","2022",140.49,101.091652173913,907.110559982116,0.0917013052129955,0.409633514117599
"567","71","F3","F",3,"Ft2","Ft",2,0,"T","2023",190.58,124.720383333333,968.763561180959,0.120824562709854,0.685425978975766
"568","71","F3","F",3,"Ft2","Ft",2,0,"T","2024",109.97,128.007904761905,645.163829935943,0.082586070098266,0.508708012341401
"569","72","F3","F",3,"Ft3","Ft",3,0,"R","2021",80.629,263.0304,665.685031191687,0.175095400028362,2.00407271966611
"570","72","F3","F",3,"Ft3","Ft",3,0,"R","2022",85.821,289.0232,716.231508888286,0.207007522639721,2.74910857743883
"571","72","F3","F",3,"Ft3","Ft",3,0,"R","2023",90.651,236.73824,865.975408898742,0.205009494185968,2.32971777188588
"572","72","F3","F",3,"Ft3","Ft",3,0,"R","2024",115.124,224.798483870968,876.184228829184,0.196964886232454,2.03161669635213
"573","72","F3","F",3,"Ft3","Ft",3,0,"T","2021",333.132,134.097529411765,548.277651918801,0.0735226785539947,0.436235917178067
"574","72","F3","F",3,"Ft3","Ft",3,0,"T","2022",255.882,93.3552692307692,552.664287230268,0.0515941233286128,0.21440506085366
"575","72","F3","F",3,"Ft3","Ft",3,0,"T","2023",225.074,128.31358,718.386002302174,0.0921786797772803,0.540250211895986
"576","72","F3","F",3,"Ft3","Ft",3,0,"T","2024",208.397,152.646075471698,707.696844309707,0.108027145907582,0.880143830975742
"577","73","P1","P",1,"Fe1","Fe",1,0,"R","2021",145.998,184.668816666667,902.30825744163,0.166628198170308,1.83812318923948
"578","73","P1","P",1,"Fe1","Fe",1,0,"R","2022",69.123,201.790461538462,831.362443838735,0.167761011247962,1.97079465699852
"579","73","P1","P",1,"Fe1","Fe",1,0,"R","2023",94.197,191.568666666667,754.421057622321,0.144523436113965,1.49565338524617
"580","73","P1","P",1,"Fe1","Fe",1,0,"R","2024",107.457,251.6142,657.866059879726,0.165528442363789,2.42581624086336
"581","73","P1","P",1,"Fe1","Fe",1,0,"T","2021",70.692,194.338304347826,755.884669670657,0.146897344986312,1.60641019717602
"582","73","P1","P",1,"Fe1","Fe",1,0,"T","2022",30.985,210.601727272727,824.278490204999,0.173594473790929,1.91670059763555
"583","73","P1","P",1,"Fe1","Fe",1,0,"T","2023",95.784,184.69436,789.577917522665,0.145830588146981,1.42870264473902
"584","73","P1","P",1,"Fe1","Fe",1,0,"T","2024",120.952,203.562147058824,751.903155822651,0.153059020779564,1.6168056627966
"585","74","P1","P",1,"Fe2","Fe",2,0,"R","2021",157.008,138.394288135593,934.502030043559,0.129329743209145,0.930499307253605
"586","74","P1","P",1,"Fe2","Fe",2,0,"R","2022",135.054,143.155230769231,264.708344260507,0.0378943841091539,0.230021980870119
"587","74","P1","P",1,"Fe2","Fe",2,0,"R","2023",140.249,155.974666666667,949.614862848434,0.148115861694497,1.13088322515142
"588","74","P1","P",1,"Fe2","Fe",2,0,"R","2024",56.08,182.447411764706,698.337150433021,0.127409805635645,1.19290839550438
"589","74","P1","P",1,"Fe2","Fe",2,0,"T","2021",160.772,137.986225806452,981.631687168853,0.135451651644449,0.94079726354158
"590","74","P1","P",1,"Fe2","Fe",2,0,"T","2022",45.079,165.842176470588,1033.21774963093,0.171351080366837,1.3295122590426
"591","74","P1","P",1,"Fe2","Fe",2,0,"T","2023",37.709,146.2604375,1065.35497977804,0.155819285435139,1.09405255166322
"592","74","P1","P",1,"Fe2","Fe",2,0,"T","2024",73.277,229.8379375,499.836220735681,0.114881326061684,1.26872456302053
"593","75","P1","P",1,"Fe3","Fe",3,0,"R","2021",129.057087541207,182.211457627119,739.264156095551,0.134702399453652,1.59646712797775
"594","75","P1","P",1,"Fe3","Fe",3,0,"R","2022",196.134686829575,214.175941176471,706.959642497484,0.15141374680568,1.89762842933469
"595","75","P1","P",1,"Fe3","Fe",3,0,"R","2023",185.422531526346,234.673549450549,785.59749719085,0.184358953105245,2.87521168477582
"596","75","P1","P",1,"Fe3","Fe",3,0,"R","2024",214.576945214798,269.115059322034,828.103918000655,0.222855235017555,3.78276468579117
"597","75","P1","P",1,"Fe3","Fe",3,0,"T","2021",67.38,224.850388888889,611.884259553587,0.137582413715614,1.55503098847286
"598","75","P1","P",1,"Fe3","Fe",3,0,"T","2022",155.74,302.274933333333,493.18571765813,0.149077679926064,2.21156145510256
"599","75","P1","P",1,"Fe3","Fe",3,0,"T","2023",38.896,245.88595,462.530571149288,0.113729768891085,1.27486695722372
"600","75","P1","P",1,"Fe3","Fe",3,0,"T","2024",43.956,156.786473684211,865.5718190812,0.135709953234169,1.07505364174275
"601","76","P1","P",1,"Ft1","Ft",1,0,"R","2021",160.88483072576,99.4537647058823,264.850443205439,0.0263403736608023,0.118727852587948
"602","76","P1","P",1,"Ft1","Ft",1,0,"R","2022",110.734655434043,134.273954545455,888.731621017242,0.119333509283577,0.757464999885453
"603","76","P1","P",1,"Ft1","Ft",1,0,"R","2023",133.758045104913,154.48245,830.097206241873,0.1282354501584,1.08876280509839
"604","76","P1","P",1,"Ft1","Ft",1,0,"R","2024",124.259327089111,114.632891304348,838.612483929883,0.0961325737168034,0.482441239783453
"605","76","P1","P",1,"Ft1","Ft",1,0,"T","2021",154.907,126.557818181818,1024.95291467537,0.129715804620411,0.734031772741844
"606","76","P1","P",1,"Ft1","Ft",1,0,"T","2022",62.803,133.034588235294,970.234003553853,0.129074681154668,0.763658356737225
"607","76","P1","P",1,"Ft1","Ft",1,0,"T","2023",100.493,129.7173,1178.18763340801,0.152831318699077,0.892318181678003
"608","76","P1","P",1,"Ft1","Ft",1,0,"T","2024",185.763,130.898693877551,919.380115243314,0.120345656262342,0.749010051489188
"609","77","P1","P",1,"Ft2","Ft",2,0,"R","2021",185.503,257.565088235294,473.321679984325,0.12191114026884,1.57990280685536
"610","77","P1","P",1,"Ft2","Ft",2,0,"R","2022",104.992,203.169555555556,588.325549921478,0.119529840499524,1.2780427082998
"611","77","P1","P",1,"Ft2","Ft",2,0,"R","2023",85.296,209.055266666667,675.772621345473,0.14127382556141,1.52277522495472
"612","77","P1","P",1,"Ft2","Ft",2,0,"R","2024",111.705,306.676111111111,503.167041258583,0.154309311452466,2.46491749178371
"613","77","P1","P",1,"Ft2","Ft",2,0,"T","2021",186.617,189.38214893617,589.874677512344,0.111711734030318,1.0210307320647
"614","77","P1","P",1,"Ft2","Ft",2,0,"T","2022",109.346,173.273757575758,765.244480159525,0.132596786541348,1.14134965571977
"615","77","P1","P",1,"Ft2","Ft",2,0,"T","2023",115.912,192.850825,769.258175235982,0.148352073732254,1.47906719654846
"616","77","P1","P",1,"Ft2","Ft",2,0,"T","2024",104.218,255.70712,524.741119587284,0.13418004043524,1.7344507007963
"617","78","P1","P",1,"Ft3","Ft",3,0,"R","2021",185.303,165.79825,737.794998726592,0.122325119647621,0.935223596631992
"618","78","P1","P",1,"Ft3","Ft",3,0,"R","2022",144.734,158.156757575758,655.955976472011,0.103743870351253,0.726702933311985
"619","78","P1","P",1,"Ft3","Ft",3,0,"R","2023",186.82,179.217222222222,625.451504865289,0.112091681336666,0.982607205168584
"620","78","P1","P",1,"Ft3","Ft",3,0,"R","2024",309.298,217.403707317073,690.461053775522,0.150108792848852,1.7315653744917
"621","78","P1","P",1,"Ft3","Ft",3,0,"T","2021",139.011,107.95935,634.003371021258,0.0684465918332639,0.325272295074394
"622","78","P1","P",1,"Ft3","Ft",3,0,"T","2022",57.163,116.159666666667,676.885165992526,0.0786267552533031,0.392149819228562
"623","78","P1","P",1,"Ft3","Ft",3,0,"T","2023",158.669,115.422534883721,715.928954440782,0.082634334718207,0.415172880438742
"624","78","P1","P",1,"Ft3","Ft",3,0,"T","2024",270.568,134.827568965517,589.566455079753,0.079489811882021,0.521533375285102
"625","79","P2","P",2,"Fe1","Fe",1,0,"R","2021",94.728,145.761,320.096686633376,0.0466576131403675,0.311074166576849
"626","79","P2","P",2,"Fe1","Fe",1,0,"R","2022",70.651,145.661538461538,549.727251438284,0.0800741171787334,0.544536822146548
"627","79","P2","P",2,"Fe1","Fe",1,0,"R","2023",106.413,144.914727272727,314.969739668873,0.0456437539232767,0.28420700510856
"628","79","P2","P",2,"Fe1","Fe",1,0,"R","2024",53.017,168.900375,331.756124935462,0.0560337339101464,0.410049472519339
"629","79","P2","P",2,"Fe1","Fe",1,0,"T","2021",112.165,107.349142857143,1219.59047638587,0.130921992276758,0.684549947763641
"630","79","P2","P",2,"Fe1","Fe",1,0,"T","2022",64.887,132.62868,1133.41086638017,0.150322787105658,0.943420670767207
"631","79","P2","P",2,"Fe1","Fe",1,0,"T","2023",125.698,113.973235294118,1388.14957575872,0.158211898221379,0.907629367144962
"632","79","P2","P",2,"Fe1","Fe",1,0,"T","2024",67.536,158.165,819.262635250142,0.129578674704339,1.02917639245487
"633","80","P2","P",2,"Fe2","Fe",2,0,"R","2021",119.328,314.078833333333,678.540947715552,0.213115349227395,3.88161896289753
"634","80","P2","P",2,"Fe2","Fe",2,0,"R","2022",107.802,275.603413043478,634.204882709778,0.174789030243654,2.84651451413387
"635","80","P2","P",2,"Fe2","Fe",2,0,"R","2023",83.889,277.783193548387,612.709688895294,0.170200454099373,2.56607329854011
"636","80","P2","P",2,"Fe2","Fe",2,0,"R","2024",149.44,305.751321428571,612.213746684654,0.18718516204557,3.46084252885652
"637","80","P2","P",2,"Fe2","Fe",2,0,"T","2021",83.732,232.77785,774.25645968039,0.180229754033013,2.17472721500457
"638","80","P2","P",2,"Fe2","Fe",2,0,"T","2022",157.209,224.161862068966,704.641595840599,0.157953772214876,2.1691623392684
"639","80","P2","P",2,"Fe2","Fe",2,0,"T","2023",156.989,189.452646153846,703.052415774529,0.133195140553339,1.46570376572397
"640","80","P2","P",2,"Fe2","Fe",2,0,"T","2024",158.451,259.279186440678,608.447353759132,0.157757734874651,2.17287547915308
"641","81","P2","P",2,"Fe3","Fe",3,0,"R","2021",81.48,220.602833333333,535.973667131791,0.11823730956133,1.30634427844518
"642","81","P2","P",2,"Fe3","Fe",3,0,"R","2022",86.444,166.368814814815,660.404009881342,0.10987063242291,0.905338745761959
"643","81","P2","P",2,"Fe3","Fe",3,0,"R","2023",66.067,193.204928571429,400.631873225216,0.0774040524499155,0.697435128801439
"644","81","P2","P",2,"Fe3","Fe",3,0,"R","2024",195.779,201.751371428571,321.659275752287,0.064895200015745,0.687447096267787
"645","81","P2","P",2,"Fe3","Fe",3,0,"T","2021",102.127,163.002285714286,568.527700273168,0.0926713146364127,0.85433440553173
"646","81","P2","P",2,"Fe3","Fe",3,0,"T","2022",90.033,147.563378378378,1003.77500254765,0.148120430507697,1.1760937433191
"647","81","P2","P",2,"Fe3","Fe",3,0,"T","2023",118.337,150.863736842105,892.552945114097,0.134653872629339,1.01290486718109
