"","number","site","site_type","site_replicate","species_site_replicate","species","species_replicate","micro","organ","year","ring_length_µm","mean_vessel_size_µm2","vessel_density_per_mm2","vessel_area","Kth"
"215","27","T2","T",2,"Fe3","Fe",3,0,"T","2023",90.877,167.008610169492,887.851058570964,0.148278771329449,1.39651853310488
"216","27","T2","T",2,"Fe3","Fe",3,0,"T","2024",116.964,186.119441176471,589.811434319797,0.109775374555093,1.03882668272587
"217","28","T2","T",2,"Fe1","Fe",1,0,"R","2021",105.979,161.861444444444,605.984651666232,0.0980855510298599,0.732969613462326
"218","28","T2","T",2,"Fe1","Fe",1,0,"R","2022",65.494,154.354625,769.25008881244,0.118737308989861,0.86482993035155
"219","28","T2","T",2,"Fe1","Fe",1,0,"R","2023",97.688,165.706526315789,736.039054923321,0.1219664750241,0.978025487668743
"220","28","T2","T",2,"Fe1","Fe",1,0,"R","2024",111.833,190.826090909091,654.838680472648,0.124960305570663,1.1430058218261
"221","28","T2","T",2,"Fe1","Fe",1,0,"T","2021",72.744,189.829736842105,730.406812576425,0.138652933019064,1.55644110046154
"222","28","T2","T",2,"Fe1","Fe",1,0,"T","2022",63.843,189.727235294118,795.973987697919,0.15101794405196,1.41123148978144
"223","28","T2","T",2,"Fe1","Fe",1,0,"T","2023",68.552,158.028166666667,538.806993214541,0.085146681324873,0.589729446666424
"224","28","T2","T",2,"Fe1","Fe",1,0,"T","2024",81.116,192.5633,721.891776008562,0.13900986263107,1.19523017863539
"225","29","T2","T",2,"Fe2","Fe",2,0,"R","2021",NA,NA,NA,NA,NA
"226","29","T2","T",2,"Fe2","Fe",2,0,"R","2022",NA,NA,NA,NA,NA
"227","29","T2","T",2,"Fe2","Fe",2,0,"R","2023",NA,NA,NA,NA,NA
"228","29","T2","T",2,"Fe2","Fe",2,0,"R","2024",NA,NA,NA,NA,NA
"229","29","T2","T",2,"Fe2","Fe",2,0,"T","2021",NA,NA,NA,NA,NA
"230","29","T2","T",2,"Fe2","Fe",2,0,"T","2022",NA,NA,NA,NA,NA
"231","29","T2","T",2,"Fe2","Fe",2,0,"T","2023",NA,NA,NA,NA,NA
"232","29","T2","T",2,"Fe2","Fe",2,0,"T","2024",NA,NA,NA,NA,NA
"233","30","T2","T",2,"Fe3","Fe",3,0,"R","2021",NA,NA,NA,NA,NA
"234","30","T2","T",2,"Fe3","Fe",3,0,"R","2022",NA,NA,NA,NA,NA
"235","30","T2","T",2,"Fe3","Fe",3,0,"R","2023",NA,NA,NA,NA,NA
"236","30","T2","T",2,"Fe3","Fe",3,0,"R","2024",NA,NA,NA,NA,NA
"237","30","T2","T",2,"Fe3","Fe",3,0,"T","2021",NA,NA,NA,NA,NA
"238","30","T2","T",2,"Fe3","Fe",3,0,"T","2022",NA,NA,NA,NA,NA
"239","30","T2","T",2,"Fe3","Fe",3,0,"T","2023",NA,NA,NA,NA,NA
"240","30","T2","T",2,"Fe3","Fe",3,0,"T","2024",NA,NA,NA,NA,NA
"241","31","T2","T",2,"Ft1","Ft",1,0,"R","2021",228.153,248.346436363636,702.230964582725,0.174396557558319,2.20047715175485
"242","31","T2","T",2,"Ft1","Ft",1,0,"R","2022",161.817,243.548702702703,800.621009471613,0.19499020821334,2.64932148285255
"243","31","T2","T",2,"Ft1","Ft",1,0,"R","2023",150.739,246.687386363636,808.926522743438,0.199551969655803,2.40204401829562
"244","31","T2","T",2,"Ft1","Ft",1,0,"R","2024",120.056,226.989821428571,809.90027328933,0.183839118408896,2.27079702619867
"245","31","T2","T",2,"Ft1","Ft",1,0,"T","2021",143.442,204.533436363636,995.661405186276,0.203646048657396,2.04679717716378
"246","31","T2","T",2,"Ft1","Ft",1,0,"T","2022",117.01,246.302514285714,879.842863792622,0.216707509528466,2.53420060925922
"247","31","T2","T",2,"Ft1","Ft",1,0,"T","2023",182.404,226.935218181818,830.346833516705,0.188434939830695,2.02313428134198
"248","31","T2","T",2,"Ft1","Ft",1,0,"T","2024",120.47,245.613216216216,670.011150906751,0.164563593674936,2.02762080074757
"249","32","T2","T",2,"Ft2","Ft",2,0,"R","2021",101.497,143.6901,981.366693201481,0.14101267828279,0.892057665993842
"250","32","T2","T",2,"Ft2","Ft",2,0,"R","2022",65.87,132.63325,940.023155450468,0.124678326182651,0.744392659089093
"251","32","T2","T",2,"Ft2","Ft",2,0,"R","2023",131.754,153.916037037037,873.277024857892,0.134411338901621,0.968677110039508
"252","32","T2","T",2,"Ft2","Ft",2,0,"R","2024",63.424,170.577166666667,628.047075556196,0.107130490681662,0.831455786428891
"253","32","T2","T",2,"Ft2","Ft",2,0,"T","2021",192.456,121.188553191489,999.314530784097,0.121105482168957,0.706370346045809
"254","32","T2","T",2,"Ft2","Ft",2,0,"T","2022",99.622,126.60515,672.275231422384,0.0851135065155156,0.48819342233155
"255","32","T2","T",2,"Ft2","Ft",2,0,"T","2023",130.504,124.54475,559.847197051535,0.0697260291949842,0.403325263277033
"256","32","T2","T",2,"Ft2","Ft",2,0,"T","2024",178.505,144.4979,584.036771398331,0.0843920869898388,0.581239019446373
"257","33","T2","T",2,"Ft3","Ft",3,0,"R","2021",195.989,206.03434375,661.364567095656,0.136263814561056,1.41521237735992
"258","33","T2","T",2,"Ft3","Ft",3,0,"R","2022",97.691,232.328266666667,524.962369556719,0.121963597384339,1.50154629666387
"259","33","T2","T",2,"Ft3","Ft",3,0,"R","2023",332.891,174.469509803922,567.506231390721,0.09901253400141,0.891851703020505
"260","33","T2","T",2,"Ft3","Ft",3,0,"R","2024",167.465,197.778269230769,500.492189471525,0.0989864789971964,0.952876250487864
"261","33","T2","T",2,"Ft3","Ft",3,0,"T","2021",NA,NA,NA,NA,NA
"262","33","T2","T",2,"Ft3","Ft",3,0,"T","2022",NA,NA,NA,NA,NA
"263","33","T2","T",2,"Ft3","Ft",3,0,"T","2023",NA,NA,NA,NA,NA
"264","33","T2","T",2,"Ft3","Ft",3,0,"T","2024",NA,NA,NA,NA,NA
"265","34","T2","T",2,"Ft1","Ft",1,1,"R","2021",NA,NA,NA,NA,NA
"266","34","T2","T",2,"Ft1","Ft",1,1,"R","2022",NA,NA,NA,NA,NA
"267","34","T2","T",2,"Ft1","Ft",1,1,"R","2023",NA,NA,NA,NA,NA
"268","34","T2","T",2,"Ft1","Ft",1,1,"R","2024",NA,NA,NA,NA,NA
"269","34","T2","T",2,"Ft1","Ft",1,1,"T","2021",344.29,164.345450704225,425.07487629426,0.069859122127623,0.531916111966254
"270","34","T2","T",2,"Ft1","Ft",1,1,"T","2022",173.034,165.310210526316,469.666947247164,0.0776407419266808,0.69108627953715
"271","34","T2","T",2,"Ft1","Ft",1,1,"T","2023",221.589,151.581567567568,399.952700204791,0.0606254572499237,0.456801496902451
"272","34","T2","T",2,"Ft1","Ft",1,1,"T","2024",133.807,184.084740740741,428.49712600524,0.0788797823488271,0.665050098938397
"273","35","T2","T",2,"Ft2","Ft",2,1,"R","2021",110.633,73.254,681.850877154478,0.0499483041550742,0.148462720667755
"274","35","T2","T",2,"Ft2","Ft",2,1,"R","2022",82.189,81.8030769230769,795.76210275759,0.0650957885043486,0.226041809324377
"275","35","T2","T",2,"Ft2","Ft",2,1,"R","2023",65.786,74.1998888888889,658.652826692249,0.0488719665569175,0.145268552524422
"276","35","T2","T",2,"Ft2","Ft",2,1,"R","2024",81.907,79.9746363636364,508.883492947312,0.0406977722999184,0.139275808082038
"277","35","T2","T",2,"Ft2","Ft",2,1,"T","2021",182.055,142.010761904762,408.27407209399,0.0579793120440273,0.355305450513162
"278","35","T2","T",2,"Ft2","Ft",2,1,"T","2022",122.498,154.980925925926,552.52661467911,0.0856310863416857,0.66873962643883
"279","35","T2","T",2,"Ft2","Ft",2,1,"T","2023",106.899,181.504409090909,538.391810646706,0.0977204874508149,0.877900535547072
"280","35","T2","T",2,"Ft2","Ft",2,1,"T","2024",138.749,203.8545,500.642590957569,0.10205824505836,1.57387000510267
"281","36","T2","T",2,"Ft3","Ft",3,1,"R","2021",NA,NA,NA,NA,NA
"282","36","T2","T",2,"Ft3","Ft",3,1,"R","2022",NA,NA,NA,NA,NA
"283","36","T2","T",2,"Ft3","Ft",3,1,"R","2023",415.013,279.826158415842,424.194147285776,0.118700618657462,1.86341153249093
"284","36","T2","T",2,"Ft3","Ft",3,1,"R","2024",181.413,291.605983333333,732.403947950548,0.213573373439335,3.71616932440695
"285","36","T2","T",2,"Ft3","Ft",3,1,"T","2021",133.171,180.575212121212,845.778736372519,0.152726674728078,1.31700434422767
"286","36","T2","T",2,"Ft3","Ft",3,1,"T","2022",127.699,142.67168,759.88332015268,0.108413829890161,0.677050804709705
"287","36","T2","T",2,"Ft3","Ft",3,1,"T","2023",92.635,149.3664375,923.493956465695,0.137939002330061,0.922932918005827
"288","36","T2","T",2,"Ft3","Ft",3,1,"T","2024",74.859,146.756638888889,900.426063183404,0.132143502600751,0.90868891729359
"289","37","T3","T",3,"Ho1","Ho",1,0,"R","2021",120.011,157.336735849057,1208.56400301264,0.190151515298678,1.48187689148484
"290","37","T3","T",3,"Ho1","Ho",1,0,"R","2022",57.383,115.168114285714,1580.14547488348,0.181982374639435,0.878979063679871
"291","37","T3","T",3,"Ho1","Ho",1,0,"R","2023",136.296,125.487666666667,1335.81186871553,0.167627914510751,0.987124351060464
"292","37","T3","T",3,"Ho1","Ho",1,0,"R","2024",65.48,151.075272727273,1385.57137543173,0.209325573426452,1.41073406413037
"293","37","T3","T",3,"Ho1","Ho",1,0,"T","2021",178.971,119.548939393939,1309.8446032279,0.15659053308677,0.831466067499934
"294","37","T3","T",3,"Ho1","Ho",1,0,"T","2022",268.45,126.619022670025,1283.69960359753,0.162540789209418,0.937740157812339
"295","37","T3","T",3,"Ho1","Ho",1,0,"T","2023",386.185,123.775701078582,1339.30345092858,0.16577322359565,0.920961154302892
"296","37","T3","T",3,"Ho1","Ho",1,0,"T","2024",216.646,134.460018987342,1156.11054665188,0.155450646054278,0.936041408926541
"297","38","T3","T",3,"Ho2","Ho",2,0,"R","2021",96.859,234.456923076923,1268.63527751812,0.297440323673736,3.62079773275358
"298","38","T3","T",3,"Ho2","Ho",2,0,"R","2022",72.221,358.717,881.408057985493,0.316176054336382,4.76414893155538
"299","38","T3","T",3,"Ho2","Ho",2,0,"R","2023",76.968,302.4941,1221.5469660576,0.369510750105324,5.12563521048483
"300","38","T3","T",3,"Ho2","Ho",2,0,"R","2024",73.307,184.221583333333,1359.7554993025,0.250496311027714,2.26559912718994
"301","38","T3","T",3,"Ho2","Ho",2,0,"T","2021",158.626,187.27208974359,1002.13404112202,0.18767173608411,1.91976563568163
"302","38","T3","T",3,"Ho2","Ho",2,0,"T","2022",177.505,173.089130434783,1077.23396014442,0.186457489436215,1.48636836113355
"303","38","T3","T",3,"Ho2","Ho",2,0,"T","2023",398.747,146.190888888889,1094.97411657439,0.160075239412335,1.23309787082793
"304","38","T3","T",3,"Ho2","Ho",2,0,"T","2024",216.646,159.6703,1243.63059867086,0.198570870778955,1.93345461071672
"305","39","T3","T",3,"Ho3","Ho",3,0,"R","2021",54.432,192.463,1009.3882862339,0.194269897733436,1.64901155849297
"306","39","T3","T",3,"Ho3","Ho",3,0,"R","2022",95.238,213.113451612903,1161.26891667871,0.247482027084178,2.60426560396099
"307","39","T3","T",3,"Ho3","Ho",3,0,"R","2023",109.412,277.515785714286,912.057895359412,0.253110463447585,4.22922834560436
"308","39","T3","T",3,"Ho3","Ho",3,0,"R","2024",34.074,153.811117647059,841.225283860877,0.129389801103606,0.917206426053258
"309","39","T3","T",3,"Ho3","Ho",3,0,"T","2021",782.837,131.090738095238,1010.33675362795,0.132445790757835,0.811039549179269
"310","39","T3","T",3,"Ho3","Ho",3,0,"T","2022",160.402,119.432101010101,1234.56450444354,0.147446632598186,0.791736521404735
"311","39","T3","T",3,"Ho3","Ho",3,0,"T","2023",178.225,170.41173255814,1020.59421905146,0.173921229107381,1.48350202667354
"312","39","T3","T",3,"Ho3","Ho",3,0,"T","2024",308.249,136.626109489051,854.869782626197,0.116797532519968,0.77196832719749
"313","40","T3","T",3,"Ho1","Ho",1,1,"R","2021",114.153,187.456702702703,1433.14160804848,0.268652000350817,2.78408547714496
"314","40","T3","T",3,"Ho1","Ho",1,1,"R","2022",129.358,235.441058823529,1087.14091233314,0.255957607490092,2.75460512805876
"315","40","T3","T",3,"Ho1","Ho",1,1,"R","2023",218.739,220.401042857143,1184.31860240764,0.261025055045758,3.22277301825313
"316","40","T3","T",3,"Ho1","Ho",1,1,"R","2024",106.239,212.27975862069,1256.47164830172,0.26672349821523,3.31995649757484
"317","40","T3","T",3,"Ho1","Ho",1,1,"T","2021",475.833,121.3447771261,1129.83107647061,0.137099100164467,0.812375725919408
"318","40","T3","T",3,"Ho1","Ho",1,1,"T","2022",42.502,131.473153846154,1435.07522166482,0.188673865398742,1.07578377178303
"319","40","T3","T",3,"Ho1","Ho",1,1,"T","2023",118.251,127.586986486486,1070.90388350262,0.136633399312774,0.794346602266643
"320","40","T3","T",3,"Ho1","Ho",1,1,"T","2024",220.032,129.615380952381,949.531013401853,0.123073824028181,0.95421322974305
"321","41","T3","T",3,"Ho2","Ho",2,1,"R","2021",108.864,71.7355,152.640392860514,0.0109497349020454,0.0312002278785423
"322","41","T3","T",3,"Ho2","Ho",2,1,"R","2022",28.785,81.9835714285714,478.838071448727,0.0392568552333361,0.130868807496541
"323","41","T3","T",3,"Ho2","Ho",2,1,"R","2023",85.921,83.72575,776.879153371577,0.0650447897754003,0.222487531767594
"324","41","T3","T",3,"Ho2","Ho",2,1,"R","2024",49.192,87.0683636363636,656.835368107913,0.0571895806796445,0.205948618198919
"325","41","T3","T",3,"Ho2","Ho",2,1,"T","2021",50.175,120.20914,1105.77342393838,0.132924072326488,0.736422547255267
"326","41","T3","T",3,"Ho2","Ho",2,1,"T","2022",107.835,115.789397727273,1182.78854755499,0.136954373560108,0.706808395368213
"327","41","T3","T",3,"Ho2","Ho",2,1,"T","2023",96.127,112.401009950249,1411.36754198177,0.158639137129751,0.784762880569726
"328","41","T3","T",3,"Ho2","Ho",2,1,"T","2024",44.155,116.503548780488,1388.57001830868,0.161773334863148,0.827097932195452
"329","42","T3","T",3,"Ho3","Ho",3,1,"R","2021",77.037,261.715227272727,1023.36686084148,0.267830690568504,4.25534902996178
"330","42","T3","T",3,"Ho3","Ho",3,1,"R","2022",122.467,178.167,1260.75391550148,0.224624742863152,1.87114401408678
"331","42","T3","T",3,"Ho3","Ho",3,1,"R","2023",59.657,149.05664,1487.55449373989,0.221729874653769,1.55454218465336
"332","42","T3","T",3,"Ho3","Ho",3,1,"R","2024",47.622,206.828466666667,956.467527809426,0.197824712193281,1.9858451091071
"333","42","T3","T",3,"Ho3","Ho",3,1,"T","2021",186.186,174.64410326087,1246.57999096208,0.217707844664515,1.79859743523756
"334","42","T3","T",3,"Ho3","Ho",3,1,"T","2022",372.728,158.597373401535,1426.28054068751,0.226204347486759,1.79164545285246
"335","42","T3","T",3,"Ho3","Ho",3,1,"T","2023",86.471,155.489935064935,1440.38918885208,0.223966021442844,1.89828774213132
"336","42","T3","T",3,"Ho3","Ho",3,1,"T","2024",201.242,160.093125560538,1348.93879950471,0.215955828602589,1.69369528953168
"337","43","T3","T",3,"Fe1","Fe",1,0,"R","2021",247.321,185.001602272727,735.086678270447,0.135992213289369,1.25187002560261
"338","43","T3","T",3,"Fe1","Fe",1,0,"R","2022",182.347,172.4501,564.377800491303,0.0973270081325053,0.919256373502409
"339","43","T3","T",3,"Fe1","Fe",1,0,"R","2023",260.828,161.507253164557,631.950028643987,0.102064513263553,0.873410505763141
"340","43","T3","T",3,"Fe1","Fe",1,0,"R","2024",222.726,201.2657,487.79976861706,0.0981773618905506,1.0523099298204
"341","43","T3","T",3,"Fe1","Fe",1,0,"T","2021",241.886,122.611433628319,676.282623354442,0.0829199819874083,0.468730651883039
"342","43","T3","T",3,"Fe1","Fe",1,0,"T","2022",111.471,116.8869375,415.9117702826,0.0486146530985367,0.256133249651194
"343","43","T3","T",3,"Fe1","Fe",1,0,"T","2023",253.234,112.354070175439,376.918088914054,0.0423482814122418,0.247269612362536
"344","43","T3","T",3,"Fe1","Fe",1,0,"T","2024",232.678,124.015235294118,409.708382221605,0.0508100814231847,0.293448353731246
"345","44","T3","T",3,"Fe2","Fe",2,0,"R","2021",139.968,162.000970588235,763.338048023216,0.12366150466669,0.913997020037914
"346","44","T3","T",3,"Fe2","Fe",2,0,"R","2022",152.8,113.047129411765,1671.61564507482,0.188971350155504,1.1321693599396
"347","44","T3","T",3,"Fe2","Fe",2,0,"R","2023",185.767,129.859428571429,839.889692108893,0.109067595480294,0.696645090060575
"348","44","T3","T",3,"Fe2","Fe",2,0,"R","2024",101.519,187.735428571429,599.266863603126,0.112503621467189,1.05304915060305
"349","44","T3","T",3,"Fe2","Fe",2,0,"T","2021",169.574,105.942967741935,712.124571872222,0.0754445905460984,0.340086407705085
"350","44","T3","T",3,"Fe2","Fe",2,0,"T","2022",172.162,140.119151515152,812.750398434717,0.113881896222274,0.745339859591488
"351","44","T3","T",3,"Fe2","Fe",2,0,"T","2023",210.455,144.492243243243,693.844408200478,0.100255135002668,0.683188718383839
"352","44","T3","T",3,"Fe2","Fe",2,0,"T","2024",71.692,145.807466666667,780.117751995599,0.113746993120173,0.813512588156147
"353","45","T3","T",3,"Fe3","Fe",3,0,"R","2021",180.837,204.917955555556,639.369031074001,0.131018194693221,1.42348482753129
"354","45","T3","T",3,"Fe3","Fe",3,0,"R","2022",121.404,180.608272727273,511.650839332101,0.0924083743312301,0.875980662509127
"355","45","T3","T",3,"Fe3","Fe",3,0,"R","2023",405.025,221.575086419753,541.793445652916,0.120047929542201,1.41832691808768
"356","45","T3","T",3,"Fe3","Fe",3,0,"R","2024",339.627,257.806189655172,461.180516734892,0.118895191762626,1.7216095137673
"357","45","T3","T",3,"Fe3","Fe",3,0,"T","2021",196.333,204.21725,636.572050573689,0.12999899359502,1.51888643194842
"358","45","T3","T",3,"Fe3","Fe",3,0,"T","2022",106.762,215.6516875,427.469948645996,0.0921846157810473,1.05919687164548
"359","45","T3","T",3,"Fe3","Fe",3,0,"T","2023",421.217,168.562384615385,526.974262963867,0.0888280383961241,0.792767667227069
"360","45","T3","T",3,"Fe3","Fe",3,0,"T","2024",357.035,177.331729323308,1017.41645062257,0.180420218630883,2.51469794541757
"361","46","T3","T",3,"Fe1","Fe",1,1,"R","2021",NA,NA,NA,NA,NA
"362","46","T3","T",3,"Fe1","Fe",1,1,"R","2022",NA,NA,NA,NA,NA
"363","46","T3","T",3,"Fe1","Fe",1,1,"R","2023",NA,NA,NA,NA,NA
"364","46","T3","T",3,"Fe1","Fe",1,1,"R","2024",NA,NA,NA,NA,NA
"365","46","T3","T",3,"Fe1","Fe",1,1,"T","2021",NA,NA,NA,NA,NA
"366","46","T3","T",3,"Fe1","Fe",1,1,"T","2022",NA,NA,NA,NA,NA
"367","46","T3","T",3,"Fe1","Fe",1,1,"T","2023",NA,NA,NA,NA,NA
"368","46","T3","T",3,"Fe1","Fe",1,1,"T","2024",NA,NA,NA,NA,NA
"369","47","T3","T",3,"Fe2","Fe",2,1,"R","2021",NA,NA,NA,NA,NA
"370","47","T3","T",3,"Fe2","Fe",2,1,"R","2022",NA,NA,NA,NA,NA
"371","47","T3","T",3,"Fe2","Fe",2,1,"R","2023",NA,NA,NA,NA,NA
"372","47","T3","T",3,"Fe2","Fe",2,1,"R","2024",NA,NA,NA,NA,NA
"373","47","T3","T",3,"Fe2","Fe",2,1,"T","2021",NA,NA,NA,NA,NA
"374","47","T3","T",3,"Fe2","Fe",2,1,"T","2022",NA,NA,NA,NA,NA
"375","47","T3","T",3,"Fe2","Fe",2,1,"T","2023",NA,NA,NA,NA,NA
"376","47","T3","T",3,"Fe2","Fe",2,1,"T","2024",NA,NA,NA,NA,NA
"377","48","T3","T",3,"Fe3","Fe",3,1,"R","2021",257.476,191.456307692308,590.375198985001,0.11303105575078,1.20345491205061
"378","48","T3","T",3,"Fe3","Fe",3,1,"R","2022",128.815,264.610375,493.14630584699,0.130491628920037,1.82006721019001
"379","48","T3","T",3,"Fe3","Fe",3,1,"R","2023",232.368,195.845057142857,577.715869292091,0.113142797433845,1.39421048591134
"380","48","T3","T",3,"Fe3","Fe",3,1,"R","2024",285.772,271.269272727273,454.460124038927,0.123281067331586,1.72395331560537
"381","48","T3","T",3,"Fe3","Fe",3,1,"T","2021",190.271,214.766456,759.803648881639,0.163180336926178,2.0168479974842
"382","48","T3","T",3,"Fe3","Fe",3,1,"T","2022",136.587,204.428987012987,707.712736554844,0.144676997830096,1.69736813198023
"383","48","T3","T",3,"Fe3","Fe",3,1,"T","2023",285.732,202.41872392638,678.161492662721,0.137272583960797,1.57729807773129
"384","48","T3","T",3,"Fe3","Fe",3,1,"T","2024",326.715,221.474212643678,641.027700146041,0.141971105172632,1.85505589871433
"385","49","T3","T",3,"Ft1","Ft",1,0,"R","2021",222.947517136728,186.861105263158,494.208278872828,0.0923483052203796,0.905066030355859
"386","49","T3","T",3,"Ft1","Ft",1,0,"R","2022",363.155250902622,209.698688311688,659.900946488539,0.138380362894288,1.61658005724481
"387","49","T3","T",3,"Ft1","Ft",1,0,"R","2023",385.233635079274,219.628790697674,570.581151301296,0.125316048255191,1.65052719317948
"388","49","T3","T",3,"Ft1","Ft",1,0,"R","2024",313.046936319397,217.08676,554.721813789323,0.120422761256847,1.38914663837784
"389","49","T3","T",3,"Ft1","Ft",1,0,"T","2021",208.334,109.167177777778,691.098724511274,0.0754452973207177,0.350166689494492
"390","49","T3","T",3,"Ft1","Ft",1,0,"T","2022",140.381,99.6906333333333,748.433001922529,0.0746117599692248,0.321749894399158
"391","49","T3","T",3,"Ft1","Ft",1,0,"T","2023",574.755,108.54487755102,622.238186252504,0.0675407677343471,0.329998782044541
"392","49","T3","T",3,"Ft1","Ft",1,0,"T","2024",279.819,113.739904761905,764.959082587488,0.0870063732002549,0.440697678437198
"393","50","T3","T",3,"Ft2","Ft",2,0,"R","2021",236.06,226.498568965517,597.695896884999,0.135377265321014,1.46556719355213
"394","50","T3","T",3,"Ft2","Ft",2,0,"R","2022",323.2,245.49685483871,521.747986346689,0.128087489666542,1.67640794346025
"395","50","T3","T",3,"Ft2","Ft",2,0,"R","2023",225.558,255.468285714286,626.92455070736,0.160159340241408,2.16327369718655
"396","50","T3","T",3,"Ft2","Ft",2,0,"R","2024",143.835,342.76456,589.176183381737,0.20194871525932,3.32998727080779
"397","50","T3","T",3,"Ft2","Ft",2,0,"T","2021",231.394,172.65886746988,799.264823643663,0.138000159258828,1.11447478001752
"398","50","T3","T",3,"Ft2","Ft",2,0,"T","2022",213.698,126.652493333333,877.31919449974,0.111114663432584,0.631167975067591
"399","50","T3","T",3,"Ft2","Ft",2,0,"T","2023",552.594,151.276731843575,812.872267835938,0.122968660084496,0.965866900142838
"400","50","T3","T",3,"Ft2","Ft",2,0,"T","2024",191.934,174.965302631579,856.924687192061,0.14993208722703,1.56593344351525
"401","51","T3","T",3,"Ft3","Ft",3,0,"R","2021",291.335,249.593017857143,671.5468026988,0.167613393117909,2.13235191931545
"402","51","T3","T",3,"Ft3","Ft",3,0,"R","2022",212.547,198.073765957447,689.493019414029,0.136570478956708,1.30509201353754
"403","51","T3","T",3,"Ft3","Ft",3,0,"R","2023",307.699,210.320097222222,756.340073273752,0.159073517743998,2.05372253273424
"404","51","T3","T",3,"Ft3","Ft",3,0,"R","2024",225.624,243.870928571429,766.0988236295,0.186829231496005,2.75304535988947
"405","51","T3","T",3,"Ft3","Ft",3,0,"T","2021",310.848,101.648166666667,138.38238446374,0.014066315679701,0.0616151918849038
"406","51","T3","T",3,"Ft3","Ft",3,0,"T","2022",257.669,80.3212142857143,206.309016536859,0.016570990726332,0.0546250949952096
"407","51","T3","T",3,"Ft3","Ft",3,0,"T","2023",446.116,113.791272727273,410.361923447011,0.0466956055478471,0.239518278323977
"408","51","T3","T",3,"Ft3","Ft",3,0,"T","2024",213.814,135.812189189189,614.100264435962,0.083402301294708,0.577922852435485
"409","52","T3","T",3,"Ft1","Ft",1,1,"R","2021",266.079,99.6327407407407,313.741806809093,0.0312589560973419,0.13508900212596
"410","52","T3","T",3,"Ft1","Ft",1,1,"R","2022",450.201,93.4696206896552,418.744414510187,0.0391398815901789,0.156087931874733
"411","52","T3","T",3,"Ft1","Ft",1,1,"R","2023",427.868,94.8456835443038,517.277029234888,0.0490614934195498,0.202497281655355
"412","52","T3","T",3,"Ft1","Ft",1,1,"R","2024",296.961,118.963326530612,523.391866206333,0.0622644374829705,0.366566463180705
"413","52","T3","T",3,"Ft1","Ft",1,1,"T","2021",367.471,115.580066666667,392.108014961614,0.0453198705097977,0.29179390804533
"414","52","T3","T",3,"Ft1","Ft",1,1,"T","2022",521.497,125.903676470588,539.89043534193,0.0679741907008555,0.549191698532504
"415","52","T3","T",3,"Ft1","Ft",1,1,"T","2023",158.531,98.2941,262.445974335638,0.0257968908459446,0.110324632312393
"416","52","T3","T",3,"Ft1","Ft",1,1,"T","2024",379.912,121.165644444444,454.949370689866,0.055124233689232,0.314970808350367
"417","53","T3","T",3,"Ft2","Ft",2,1,"R","2021",106.386,204.6014,779.318740002027,0.159449705250651,1.42985515555232
"418","53","T3","T",3,"Ft2","Ft",2,1,"R","2022",95.956,173.680266666667,1027.91056327359,0.178527780738841,1.52899570376588
"419","53","T3","T",3,"Ft2","Ft",2,1,"R","2023",64.871,225.138090909091,796.087172795432,0.179229546280379,2.18308613666846
"420","53","T3","T",3,"Ft2","Ft",2,1,"R","2024",90.373,250.683357142857,844.993475521711,0.211825801207593,2.76056778357057
"421","53","T3","T",3,"Ft2","Ft",2,1,"T","2021",264.899,93.0497692307692,206.50545992349,0.0192152853907746,0.082857760009122
"422","53","T3","T",3,"Ft2","Ft",2,1,"T","2022",209.169,97.5824,262.651071808397,0.0256301219496357,0.115044038854617
"423","53","T3","T",3,"Ft2","Ft",2,1,"T","2023",189.979,123.441692307692,610.125182109745,0.0753148849991659,0.445997266508276
"424","53","T3","T",3,"Ft2","Ft",2,1,"T","2024",221.489,126.999454545455,750.274715494693,0.0952844796270721,0.584362985608422
"425","54","T3","T",3,"Ft3","Ft",3,1,"R","2021",NA,NA,NA,NA,NA
"426","54","T3","T",3,"Ft3","Ft",3,1,"R","2022",NA,NA,NA,NA,NA
"427","54","T3","T",3,"Ft3","Ft",3,1,"R","2023",NA,NA,NA,NA,NA
"428","54","T3","T",3,"Ft3","Ft",3,1,"R","2024",NA,NA,NA,NA,NA
"429","54","T3","T",3,"Ft3","Ft",3,1,"T","2021",NA,NA,NA,NA,NA
"430","54","T3","T",3,"Ft3","Ft",3,1,"T","2022",NA,NA,NA,NA,NA
"431","54","T3","T",3,"Ft3","Ft",3,1,"T","2023",NA,NA,NA,NA,NA
"432","54","T3","T",3,"Ft3","Ft",3,1,"T","2024",NA,NA,NA,NA,NA
"433","55","F1","F",1,"Fe1","Fe",1,0,"R","2021",272.682,192.379512820513,616.563899300153,0.118614262570079,1.18776988921285
"434","55","F1","F",1,"Fe1","Fe",1,0,"R","2022",378.862,182.788216494845,607.424075016026,0.111029963328211,1.06858643209583
"435","55","F1","F",1,"Fe1","Fe",1,0,"R","2023",120.206,219.364711864407,663.094714461477,0.145459580976653,1.75637533087214
"436","55","F1","F",1,"Fe1","Fe",1,0,"R","2024",116.739,272.804212121212,552.078927313098,0.150609456794374,2.26724876387854
"437","55","F1","F",1,"Fe1","Fe",1,0,"T","2021",238.862,178.386153061224,746.555776783728,0.133175213066083,1.19113401520082
"438","55","F1","F",1,"Fe1","Fe",1,0,"T","2022",78.778,173.349525,991.449927729814,0.171867374033248,1.73593500791125
