"","id_amap","image_surface_rectified_µm2","mean_vessel_size_µm2","std_dev_vessel_size_µm2","mean_vessel_perim_µm","std_dev_perim_µm","sum_vessel_area_µm2","count_vessel","dh","image_surface_rectified_mm2","vessel_density_per_mm2","vessel_density_per_m2","dh_m","vessel_area","Kth"
"61","1888",126714.561576611,96.4517911536271,30.5392883400715,43.5598683192881,7.53622356309886,5690.655678064,59,11.3452883132567,0.126714561576611,465.613417005187,465613417.005187,1.13452883132567e-05,0.044909248055311,0.188615500793167
"62","1889",175231.891549333,110.794517636483,62.4388096036013,80.9950994978276,25.7490708399507,3213.041011458,29,12.6985289019718,0.175231891549333,165.494989203125,165494989.203125,1.26985289019718e-05,0.0183359375000151,0.105217564052134
"63","1890",125861.40130463,188.756060644056,91.2390021720656,56.7300596436056,16.9659461453373,13401.680305728,71,16.3272552360415,0.12586140130463,564.112581490765,564112581.490765,1.63272552360415e-05,0.106479668641946,0.980185470733489
"64","1891",202884.85303497,203.510810330788,115.640569365957,56.750885175177,17.2045133453935,22996.721567379,113,17.2541833928994,0.20288485303497,556.966172238215,556966172.238215,1.72541833928994e-05,0.113348637039036,1.20696924805773
"65","1892",138328.328988873,159.638496380807,70.1010502555143,48.643040759747,11.751415378545,13249.995199607,83,14.8921295807134,0.138328328988873,600.02170637568,600021706.37568,1.48921295807134e-05,0.0957865630016597,0.721579081690086
"66","1893",124010.788249971,148.023489721893,87.2567116151704,52.9330933745333,15.3341862510359,11101.761729142,75,14.7784003481817,0.124010788249971,604.786092068224,604786092.068224,1.47784003481817e-05,0.0895225478832048,0.705344448063651
"67","1894",135299.829063206,216.181844287658,121.090337410999,65.1539577273836,17.3663711734982,15781.274632999,73,17.7474875403878,0.135299829063206,539.542440706985,539542440.706985,1.77474875403878e-05,0.1166392799035,1.30876863676972
"68","1895",107982.272369988,261.816079425951,190.64319003804,68.4419512434512,25.4330479271965,21468.918512928,82,20.2852982202716,0.107982272369988,759.383908120002,759383908.120002,2.02852982202716e-05,0.198818917603136,3.14395791588044
"69","1896",223077.864337556,201.486645622923,114.391164378001,57.3483529324903,20.9552588874353,31230.430071553,155,17.1688723042688,0.223077864337556,694.824654433027,694824654.433027,1.71688723042688e-05,0.139997888917817,1.47615529679965
"70","1897",216809.491017039,244.165618211558,167.804341885265,65.8306734727117,25.1603117133883,39798.995768484,163,19.4126156240817,0.216809491017039,751.81210580486,751812105.80486,1.94126156240817e-05,0.183566667592777,2.61056964230688
"71","1898",207389.681646941,131.408493319437,58.5358220496597,46.2706611538169,12.4877663843063,18660.00605136,142,13.529845256121,0.207389681646941,684.701374110502,684701374.110502,1.3529845256121e-05,0.0899755759456089,0.560999229138463
"72","1899",301104.244847184,193.069950509432,105.859490876636,56.5342162021091,16.8700742444114,42475.389112075,220,16.7392729638457,0.301104244847184,730.643967213594,730643967.213594,1.67392729638457e-05,0.141065394589944,1.40262609781166
"73","1900",204885.782196599,120.631344140504,87.3488112267581,55.4645903954021,21.5669979496069,46201.804805813,383,13.7675413570689,0.204885782196599,1869.33420120138,1869334201.20138,1.37675413570689e-05,0.225500297338738,1.64211004575352
"74","1901",236720.762293994,180.955611816449,116.951474381136,56.2251779938912,18.2734069907386,26600.474937018,147,16.5546325695581,0.236720762293994,620.984820154618,620984820.154618,1.65546325695581e-05,0.112370688059806,1.14037822270902
"75","1902",217531.227370358,123.698407534227,48.1010796090138,48.8972740510455,10.8151609016674,10885.459863012,88,12.9946205934684,0.217531227370358,404.539619730897,404539619.730897,1.29946205934684e-05,0.0500409067452139,0.282036440082141
"76","1903",356349.931855741,190.083983714869,98.4381664906016,57.2682477932081,18.575516330816,42008.560400986,221,16.5051551721379,0.356349931855741,620.176911074775,620176911.074775,1.65051551721379e-05,0.117885697865075,1.12534008108531
"77","1904",311222.791384836,125.845102705422,73.4394881488891,48.7501707729114,25.3929578961197,29825.289341185,237,13.6168889828525,0.311222791384836,761.512352438683,761512352.438683,1.36168889828525e-05,0.0958326002040935,0.640144894786905
"78","1905",288681.67273549,123.276852593072,52.5312943897045,44.9176239052889,13.1584562378709,22189.833466753,180,13.059275142711,0.28868167273549,623.524168660781,623524168.660781,1.3059275142711e-05,0.076866097028213,0.443424134602686
"79","1906",184848.289197764,122.558568359284,61.3263269096057,47.3241588093895,15.5746258315695,11643.063994132,95,13.2025752441468,0.184848289197764,513.934970197978,513934970.197978,1.32025752441468e-05,0.0629871341772355,0.381797009236077
"80","1907",224907.394805263,156.770601335598,93.8748426105422,54.5576143651639,20.7307391003835,19126.013362943,122,15.2448243396044,0.224907394805263,542.445481197424,542445481.197424,1.52448243396044e-05,0.0850395042790982,0.716366949328731
"81","1909",44219.2202328126,108.650915364783,42.8214255040554,53.8004880583913,17.7630975050073,2498.97105339,23,12.1761991200288,0.0442192202328126,520.135811506983,520135811.506983,1.21761991200288e-05,0.0565132320342378,0.279546120486976
"82","1910",300400.579282682,162.451122100811,90.5527386950436,68.6036526297673,19.5055250461513,25829.728414029,159,15.3826523292486,0.300400579282682,529.293253627112,529293253.627112,1.53826523292486e-05,0.0859842829721137,0.724621145734687
"83","1911",328348.696985648,182.171098007366,98.4974287763251,56.6756115175,14.9174573201647,33883.82422937,186,16.2333074619777,0.328348696985648,566.470955138677,566470955.138677,1.62333074619777e-05,0.103194635886894,0.961823649736895
"84","1912",660957.171734928,165.353746286739,79.4179583895908,53.2986075685749,13.9090697596503,108141.350071527,654,15.281543242102,0.660957171734928,989.474096004335,989474096.004335,1.5281543242102e-05,0.163613248628001,1.31935915465841
"85","1913",688182.731685084,169.617764462113,92.7862688947411,58.4862662867337,20.5116235576975,150959.810371281,890,15.6886388365381,0.688182731685084,1293.26116309363,1293261163.09363,1.56886388365381e-05,0.219360067349613,1.91565388311865
"86","1914",929140.272556943,226.979325474705,156.549330633665,72.0390699962708,29.497564340199,84663.288402065,373,18.7328385151665,0.929140272556943,401.446381151389,401446381.151389,1.87328385151665e-05,0.0911200288080036,1.20873654200095
"87","1915",439371.516473847,236.760605368101,151.989669768187,70.0378974902785,27.3816110737248,37408.17564816,158,18.9180295311298,0.439371516473847,359.604558046959,359604558.046959,1.89180295311298e-05,0.0851401928563266,1.12620780070438
"88","1916",222217.859069812,120.953813141926,41.2602700254631,44.5999960770514,8.53255568408333,21166.917299837,175,12.7541574329562,0.222217859069812,787.515462224942,787515462.224942,1.27541574329562e-05,0.0952529980643329,0.50951377567153
"89","1917",210107.418764939,163.381834883311,94.5295425997918,63.6077154778667,22.1553823376179,36760.912848745,225,15.4983788945409,0.210107418764939,1070.88079670201,1070880796.70201,1.54983788945409e-05,0.174962469506476,1.51069215516144
"90","1918",196641.943098695,124.618882873638,65.7602814306609,57.2361343510757,26.1794314033829,23054.493331623,185,13.3903119528062,0.196641943098695,940.79623647305,940796236.47305,1.33903119528062e-05,0.117240976000994,0.739516890734057
"91","1919",232105.044750652,193.184766569679,119.076495819413,71.0768626160584,22.5262268718691,26466.313020046,137,16.9897713083248,0.232105044750652,590.249988522126,590249988.522126,1.69897713083248e-05,0.114027306250403,1.20247447573399
"92","1920",185344.414490713,148.040145878188,81.1406266642597,49.3696415827321,16.3122998711932,16580.496338357,112,14.6534842324756,0.185344414490713,604.280416584186,604280416.584186,1.46534842324756e-05,0.0894577610224547,0.681227030981568
"93","1921",313165.40118256,218.001106307597,101.63519641193,60.7534008921009,17.4155765951084,49704.252238132,228,17.4966021423533,0.31316540118256,728.049775419115,728049775.419115,1.74966021423533e-05,0.158715656488364,1.66826748397788
"94","1922",345861.207947189,129.862753928979,64.6291758579177,64.1448177432639,32.7270560173708,49217.983739083,379,13.5883316700833,0.345861207947189,1095.81529032846,1095815290.32846,1.35883316700833e-05,0.142305591399537,0.91346446670945
"95","1923",162216.269004675,230.872580446783,135.234125430738,61.5502266134917,22.0395699256927,27704.709653614,120,18.4474951029646,0.162216269004675,739.753174797416,739753174.797416,1.84474951029646e-05,0.17078872435918,2.09472106290936
"96","1924",1256748.88860063,174.859804600127,106.440704275256,67.4649258221381,32.8135951466336,300059.424693818,1716,16.1438049726184,1.25674888860063,1365.42790335048,1365427903.35048,1.61438049726184e-05,0.238758456375425,2.26768188200918
"97","1925",899299.650425245,132.895327441265,54.0356247517479,46.4353134002393,10.2740534401976,137147.977919385,1032,13.5147133687226,0.899299650425245,1147.55965879894,1147559658.79894,1.35147133687226e-05,0.152505316614471,0.936035622189276
"98","1926",273925.230868222,133.354345750096,58.2523533694021,53.351943548399,13.4640876965037,26404.160458519,198,13.6091756927294,0.273925230868222,722.824981738365,722824981.738365,1.36091756927294e-05,0.0963918525315447,0.606247811923235
"99","1927",293181.299150681,175.684691699187,109.034547545114,58.6718125936817,24.454851503106,81693.381640122,465,16.2230832013665,0.293181299150681,1586.0493194725,1586049319.4725,1.62230832013665e-05,0.278644585711231,2.6862103430289
"100","1928",216214.797785094,229.849802516293,147.758119205084,76.7776017457531,43.8969074908654,54934.102801394,239,18.6465749659741,0.216214797785094,1105.38225157722,1105382251.57722,1.86465749659741e-05,0.254071892230039,3.26737152818674
"101","1929",214454.264874684,219.631912122214,112.661512522416,59.1383354547013,20.0124648610906,33823.314466821,154,17.7221865193805,0.214454264874684,718.101829730407,718101829.730407,1.77221865193805e-05,0.15771807796215,1.73198845378192
"102","1930",499243.325419305,141.236210660807,81.6077814674441,47.1602400356722,14.3886868999776,51268.744469873,363,14.4089115397226,0.499243325419305,727.100356715081,727100356.715081,1.44089115397226e-05,0.102692899152559,0.766317609005613
"103","1931",358020.384621901,200.047977277647,108.141784433439,66.7968016448043,19.6090194523478,36808.827819087,184,17.010740962875,0.358020384621901,513.937216715521,513937216.715521,1.7010740962875e-05,0.102812100651643,1.05218653625635
"104","1932",701995.65933629,124.976881463935,51.7263084011487,49.3550247197822,13.3350614593271,63113.325139287,505,13.1221717350244,0.70199565933629,719.377667487942,719377667.487942,1.31221717350244e-05,0.0899055774774423,0.521518318028539
"105","1933",93808.2027422907,219.225841680047,149.167679060861,57.4526929751132,20.5334239244693,23237.939218085,106,18.3605713566131,0.0938082027422907,1129.96515124805,1129965151.24805,1.83605713566131e-05,0.247717561351475,3.13978249490069
"106","1934",157094.569374485,115.215451160348,64.5184046885653,51.0860159483348,20.3726583463757,26153.907413399,227,12.9631384925517,0.157094569374485,1444.98947929176,1444989479.29176,1.29631384925517e-05,0.166485114778556,0.997688751133319
"107","1935",190400.949761233,132.411745501637,58.6430932212724,52.2492255518137,13.756411131188,13505.998041167,102,13.5734336314077,0.190400949761233,535.711613455239,535711613.455239,1.35734336314077e-05,0.0709345098231066,0.444610488266515
"108","1936",199377.751005508,104.628660669254,34.100976171042,47.1138155399661,11.0042394315311,6173.090979486,59,11.8321737677452,0.199377751005508,295.92068173329,295920681.73329,1.18321737677452e-05,0.0309617845940867,0.141815343838537
"109","1937",267432.341686659,199.589935733415,123.207024100512,62.6946453008815,22.5545186822313,26944.641324011,135,17.2725079496159,0.267432341686659,504.800575534633,504800575.534633,1.72725079496159e-05,0.100753114429148,1.09857874810824
"110","1938",562259.72541858,124.904795089304,57.1626181444416,46.0995388915429,11.9154031888379,40718.963199113,326,13.2231000066741,0.56225972541858,579.803221291203,579803221.291203,1.32231000066741e-05,0.0724202025474959,0.433414564261242
"111","1939",458096.960684707,182.755354011732,106.375199103672,53.4725589788475,15.6522262319554,53912.829433461,295,16.4049790978191,0.458096960684707,643.968472436644,643968472.436644,1.6404979097819e-05,0.117688686152553,1.14039965727793
"112","1940",379099.412176132,139.569463620719,81.1187715404194,49.6093891883203,15.780070966575,53594.674030356,384,14.3343098280016,0.379099412176132,1012.92692013353,1012926920.13353,1.43343098280016e-05,0.141373666930023,1.04562271550308
"113","1941",443147.216137075,128.915953896369,89.1911175150559,54.1731158591475,24.3718609040857,135490.667545084,1051,14.1267496632959,0.443147216137075,2371.67235114685,2371672351.14685,1.41267496632959e-05,0.305746403477741,2.30947589926088
"114","1942",178406.052984851,129.405315989706,56.1498474125863,47.4370029359608,13.8980853968125,13199.34223095,102,13.3965072160223,0.178406052984851,571.729480549974,571729480.549974,1.33965072160223e-05,0.0739848340911998,0.45024268238459
"115","1943",190037.617386099,232.445248245329,114.207152518804,60.7992911893816,17.8072149015558,17665.838866645,76,18.1474478432689,0.190037617386099,399.920821179267,399920821.179267,1.81474478432689e-05,0.0929596945574905,1.06053740375934
"116","1944",514822.809577193,141.155568594773,84.0681036375596,47.8138070599945,16.767505644669,50957.160262713,361,14.4606035310717,0.514822809577193,701.212132182872,701212132.182872,1.44606035310717e-05,0.0989799972238263,0.749695398416569
"117","1945",321056.859898551,178.974683572561,111.052315349194,64.0762044381792,35.7097917899065,37942.632917383,212,16.3708650953611,0.321056859898551,660.319172332866,660319172.332866,1.63708650953611e-05,0.11818041492517,1.159658653306
"118","1946",285860.165481715,135.370301258965,56.1378877783705,47.1999492602953,12.820036024452,34384.056519777,254,13.6578897368187,0.285860165481715,888.546326739768,888546326.739768,1.36578897368187e-05,0.120282783933309,0.755969426605542
"119","1947",399371.004030084,207.691839317062,141.660432591569,69.135264179631,38.2599655833099,69784.458010533,336,17.8870132660549,0.399371004030084,841.322971896802,841322971.896802,1.78870132660549e-05,0.174735915492944,2.10573546036103
"120","1948",211149.500919997,117.921490798173,48.9373462945397,42.0104535645354,9.07894509415303,14976.029331368,127,12.7461363625988,0.211149500919997,601.469572254018,601469572.254018,1.27461363625988e-05,0.0709261886299334,0.388166141307339
"121","1949",609783.162006421,173.78068277829,111.353897920201,74.6217631037735,30.9866987247853,68295.808331868,393,16.2078543853715,0.609783162006421,644.491393804445,644491393.804445,1.62078543853715e-05,0.112000154460068,1.08744919074706
"122","1950",686931.192659659,118.404005193284,40.2738230294773,42.5969736103435,8.59190517995721,77554.623401601,655,12.6184901838684,0.686931192659659,953.516170177062,953516170.177063,1.26184901838684e-05,0.112900133565525,0.59108152656842
"123","1951",123991.622261832,193.985251773916,93.880287054883,58.301184153662,18.09705476741,13772.952875948,71,16.5537496146828,0.123991622261832,572.619332700317,572619332.700317,1.65537496146828e-05,0.111079705424482,1.05133538398007
"124","1952",326392.123396568,224.806254807218,133.188301778789,78.7364968917818,24.4086527795101,37093.032043191,165,18.2327649170959,0.326392123396568,505.526905131605,505526905.131605,1.82327649170959e-05,0.11364561024692,1.36597940480569
