"","id_amap","image_surface_rectified_µm2","mean_vessel_size_µm2","std_dev_vessel_size_µm2","mean_vessel_perim_µm","std_dev_perim_µm","sum_vessel_area_µm2","dh","count_vessel","count_cluster","vessel_grouping","image_surface_rectified_mm2","vessel_density_per_mm2","vessel_density_per_m2","dh_m","vessel_area","Kth"
"98","1926",273925.230868222,133.354345750096,58.2523533694021,53.351943548399,13.4640876965037,26404.160458519,13.6091756927294,198,139,1.42446043165468,0.273925230868222,722.824981738365,722824981.738365,1.36091756927294e-05,0.0963918525315447,0.606247811923235
"99","1927",293181.299150681,175.684691699187,109.034547545114,58.6718125936817,24.454851503106,81693.381640122,16.2230832013665,465,79,5.88607594936709,0.293181299150681,1586.0493194725,1586049319.4725,1.62230832013665e-05,0.278644585711231,2.6862103430289
"100","1928",216214.797785094,229.849802516293,147.758119205084,76.7776017457531,43.8969074908654,54934.102801394,18.6465749659741,239,76,3.14473684210526,0.216214797785094,1105.38225157722,1105382251.57722,1.86465749659741e-05,0.254071892230039,3.26737152818674
"101","1929",214454.264874684,219.631912122214,112.661512522416,59.1383354547013,20.0124648610906,33823.314466821,17.7221865193805,154,101,1.52475247524752,0.214454264874684,718.101829730407,718101829.730407,1.77221865193805e-05,0.15771807796215,1.73198845378192
"102","1930",499243.325419305,141.236210660807,81.6077814674441,47.1602400356722,14.3886868999776,51268.744469873,14.4089115397226,363,286,1.26923076923077,0.499243325419305,727.100356715081,727100356.715081,1.44089115397226e-05,0.102692899152559,0.766317609005613
"103","1931",358020.384621901,200.047977277647,108.141784433439,66.7968016448043,19.6090194523478,36808.827819087,17.010740962875,184,138,1.33333333333333,0.358020384621901,513.937216715521,513937216.715521,1.7010740962875e-05,0.102812100651643,1.05218653625635
"104","1932",701995.65933629,124.976881463935,51.7263084011487,49.3550247197822,13.3350614593271,63113.325139287,13.1221717350244,505,363,1.39118457300275,0.70199565933629,719.377667487942,719377667.487942,1.31221717350244e-05,0.0899055774774423,0.521518318028539
"105","1933",93808.2027422907,219.225841680047,149.167679060861,57.4526929751132,20.5334239244693,23237.939218085,18.3605713566131,106,27,3.92592592592593,0.0938082027422907,1129.96515124805,1129965151.24805,1.83605713566131e-05,0.247717561351475,3.13978249490069
"106","1934",157094.569374485,115.215451160348,64.5184046885653,51.0860159483348,20.3726583463757,26153.907413399,12.9631384925517,227,83,2.73493975903614,0.157094569374485,1444.98947929176,1444989479.29176,1.29631384925517e-05,0.166485114778556,0.997688751133319
"107","1935",190400.949761233,132.411745501637,58.6430932212724,52.2492255518137,13.756411131188,13505.998041167,13.5734336314077,102,78,1.30769230769231,0.190400949761233,535.711613455239,535711613.455239,1.35734336314077e-05,0.0709345098231066,0.444610488266515
"108","1936",199377.751005508,104.628660669254,34.100976171042,47.1138155399661,11.0042394315311,6173.090979486,11.8321737677452,59,50,1.18,0.199377751005508,295.92068173329,295920681.73329,1.18321737677452e-05,0.0309617845940867,0.141815343838537
"109","1937",267432.341686659,199.589935733415,123.207024100512,62.6946453008815,22.5545186822313,26944.641324011,17.2725079496159,135,104,1.29807692307692,0.267432341686659,504.800575534633,504800575.534633,1.72725079496159e-05,0.100753114429148,1.09857874810824
"110","1938",562259.72541858,124.904795089304,57.1626181444416,46.0995388915429,11.9154031888379,40718.963199113,13.2231000066741,326,265,1.23018867924528,0.56225972541858,579.803221291203,579803221.291203,1.32231000066741e-05,0.0724202025474959,0.433414564261242
