number,Label,Area,Perim.,%Area
16656,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,217.397065453,97.001583212,99.748110831
16657,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,242.039050203,74.442481976,100.000000000
16658,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,62.152561534,50.477754922,97.797356828
16659,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,337.047591402,101.927653833,99.512591389
16660,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,91.175343572,46.344274237,100.000000000
16661,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,115.269728660,42.517311494,100.000000000
16662,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,244.503248677,62.856413417,100.000000000
16663,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,61.331162042,35.677759502,98.214285714
16664,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,81.044749842,46.142936625,100.000000000
16665,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,68.449957636,34.377314013,100.000000000
16666,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,78.306751536,62.274184139,100.000000000
16667,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,91.722943233,44.535973195,100.000000000
16668,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,122.114724423,43.690793095,100.000000000
16669,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,104.591535269,43.309901429,100.000000000
16670,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,104.317735438,42.263383717,100.000000000
16671,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,129.781119679,49.177309433,100.000000000
16672,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,205.349872909,59.029450673,100.000000000
16673,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,101.853536963,41.777311723,100.000000000
16674,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,380.855564289,85.341140929,99.784327822
16675,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,84.330347808,47.084274008,99.675324675
16676,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,251.074444611,84.242033052,99.345692475
16677,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,177.148490363,56.450343255,100.000000000
16678,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,327.738397163,73.829446094,99.832915622
16679,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,152.232705783,51.449898910,100.000000000
16680,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,187.279084093,53.669898223,100.000000000
16681,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,296.799016312,92.128102757,99.907749077
16682,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,97.472739674,44.991238584,100.000000000
16683,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,83.782748147,39.198204304,99.673202614
16684,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,181.529287652,53.236416394,100.000000000
16685,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,131.150118831,44.483383030,100.000000000
16686,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,74.747353739,37.770794927,100.000000000
16687,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,125.947922051,53.542934335,100.000000000
16688,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,67.902357975,51.143380969,98.790322581
16689,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,132.245318154,73.501144593,100.000000000
16690,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,68.997557298,36.417759273,100.000000000
16691,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,112.531730354,53.796862112,100.000000000
16692,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,68.449957636,39.504722245,100.000000000
16693,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,73.378354586,46.882936396,100.000000000
16694,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,67.902357975,44.303828977,100.000000000
16695,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,73.104554756,42.083829664,99.625468165
16696,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,100.758337641,46.830346232,100.000000000
16697,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,85.425547130,37.823385091,100.000000000
16698,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,202.338074773,56.502933419,100.000000000
16699,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,67.628558145,38.510794698,100.000000000
16700,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,92.818142555,39.198204304,100.000000000
16701,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,66.259558992,30.064279275,100.000000000
16702,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,200.147676129,60.741594433,100.000000000
16703,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,320.893401400,79.854624591,99.658703072
16704,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,62.152561534,37.897758815,97.797356828
16705,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,205.897472570,70.002483350,99.468085106
16706,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,111.436531032,57.295523355,100.000000000
16707,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,144.292510698,53.796862112,99.810246679
16708,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,158.256302055,74.495072141,100.000000000
16709,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,68.997557298,53.363380282,100.000000000
16710,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,85.151747300,39.863830351,100.000000000
16711,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,85.699346961,41.396420058,100.000000000
16712,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,62.152561534,38.458204533,99.118942731
16713,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,83.782748147,49.102935709,100.000000000
16714,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,84.056547978,39.123830580,100.000000000
16715,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,96.925140013,47.622936167,100.000000000
16716,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,349.642383607,73.628108481,100.000000000
16717,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,380.855564289,79.675070538,100.000000000
16718,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,167.291696464,54.948560153,100.000000000
16719,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,94.734741369,48.743827603,100.000000000
16720,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,95.829940691,53.363380282,98.571428571
16721,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,427.127735651,92.434620698,99.871794872
16722,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,110.341331710,42.083829664,100.000000000
16723,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,63.247760856,39.631686134,100.000000000
16724,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,278.454427665,64.135075347,100.000000000
16725,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,152.780305445,51.270344858,100.000000000
16726,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,60.235962720,32.358652312,100.000000000
16727,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,206.445072232,80.235516256,99.867374005
16728,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,213.016268165,64.896858677,100.000000000
16729,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,70.914156111,51.344718581,89.575289575
16730,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,67.628558145,40.984721787,100.000000000
16731,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,273.526030715,68.649447697,99.599599600
16732,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,109.793732049,139.667642154,95.012468828
16733,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,101.853536963,44.251238813,99.731182796
16734,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,112.257930524,45.604274466,99.512195122
16735,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,82.961348655,36.724277214,98.679867987
16736,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,61.057362212,35.191687508,100.000000000
16737,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,162.910899175,59.970788057,100.000000000
16738,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,306.382010381,74.928553970,100.000000000
16739,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,121.567124762,46.957310120,100.000000000
16740,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,69.545156959,36.111241332,100.000000000
16741,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,94.460941538,48.796417768,99.710144928
16742,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,187.005284263,59.589896392,99.707174231
16743,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,153.875504767,54.589452047,100.000000000
16744,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,358.130178354,83.808551223,100.000000000
16745,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,67.902357975,37.770794927,100.000000000
16746,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,61.878761703,47.031683844,100.000000000
16747,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,86.246946622,45.170792637,99.682539683
16748,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,239.027252067,82.814623675,100.000000000
16749,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,61.331162042,32.104724535,100.000000000
16750,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,77.759151875,39.504722245,99.295774648
16751,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,214.385267317,61.069895934,100.000000000
16752,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,60.783562381,45.783828519,99.549549550
16753,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,117.460127304,45.709454795,100.000000000
16754,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,91.175343572,42.083829664,99.399399399
16755,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,80.223350350,39.684276298,100.000000000
16756,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,81.866149333,37.950348979,99.665551839
16757,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,85.973146791,44.251238813,99.681528662
16758,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,72.830754925,45.783828519,100.000000000
16759,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,64.342960178,42.771239271,99.574468085
16760,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,68.449957636,35.423831725,100.000000000
16761,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,207.814071384,66.735966325,99.868247694
16762,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,67.902357975,33.943832183,100.000000000
16763,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,308.846208856,69.135519691,99.822695035
16764,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,160.994300361,58.109896850,100.000000000
16765,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,70.092756620,33.891242019,100.000000000
16766,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,429.044334465,93.914620240,99.170389279
16767,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,140.459313070,45.402936854,100.000000000
16768,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,176.053291041,53.056862341,100.000000000
16769,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,88.984944927,71.556856616,98.461538462
16770,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,83.235148486,42.158203388,100.000000000
16771,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,211.647269012,60.583823939,100.000000000
16772,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,104.317735438,41.904275611,99.737532808
16773,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,76.937752383,44.303828977,99.288256228
16774,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,85.151747300,55.224271489,99.678456592
16775,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,141.554512392,53.744271947,99.806576402
16776,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,105.686734591,51.629452963,100.000000000
16777,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,149.494707478,55.224271489,98.534798535
16778,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,61.878761703,43.077757212,99.557522124
16779,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,150.589906800,68.448110084,99.636363636
16780,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,216.301866131,69.643375244,99.493670886
16781,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,62.152561534,33.584724077,99.559471366
16782,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,69.271357128,33.405170024,99.604743083
16783,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,265.859635460,76.049445407,99.897013388
16784,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,156.065903411,57.496860967,100.000000000
16785,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,294.061018006,73.395964264,100.000000000
16786,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,108.424732896,44.124274924,100.000000000
16787,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,185.636285110,53.923826000,100.000000000
16788,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,82.961348655,35.550795613,100.000000000
16789,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,145.387710020,52.623380511,99.811676083
16790,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,65.985759162,31.977760647,100.000000000
16791,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,92.544342724,38.204276756,100.000000000
16792,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,362.784775473,110.247205367,99.698113208
16793,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,290.501620209,76.482927236,100.000000000
16794,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,142.375911884,66.915520378,99.807692308
16795,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,68.176157806,33.764278130,100.000000000
16796,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,323.357599875,82.582479457,98.391193903
16797,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,360.594376829,78.501588937,100.000000000
16798,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,81.318549672,99.729438079,97.306397306
16799,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,96.377540352,41.851685447,100.000000000
16800,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,228.075258845,62.676859364,99.759903962
16801,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,162.089499683,57.602041296,100.000000000
16802,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,367.165572762,86.260694753,100.000000000
16803,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,161.541900022,84.749888606,99.152542373
16804,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,131.423918662,48.691237439,99.375000000
16805,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,146.756709173,54.282934106,100.000000000
16806,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,203.980873757,57.422487243,100.000000000
16807,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,264.216836477,70.615519233,100.000000000
16808,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,61.331162042,31.798206594,99.107142857
16809,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,99.663138319,41.164275840,100.000000000
16810,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,93.913341877,45.604274466,97.084548105
16811,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,77.759151875,37.157759044,100.000000000
16812,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,119.376726118,55.530789431,99.311926606
16813,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,71.735555603,44.789900971,99.618320611
16814,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,64.890559839,39.377758357,94.936708861
16815,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,64.616760009,39.123830580,97.881355932
16816,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,84.877947469,49.282489762,99.032258065
16817,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,100.758337641,42.950793324,100.000000000
16818,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,294.334817837,68.215965867,100.000000000
16819,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,91.449143402,44.916864860,100.000000000
16820,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,73.652154417,46.217310349,99.256505576
16821,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,118.281526796,56.989005413,99.768518519
16822,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,70.366556450,37.823385091,100.000000000
16823,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,65.164359670,36.851241103,97.899159664
16824,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,266.681034952,64.441593288,100.000000000
16825,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,83.235148486,47.136864173,99.671052632
16826,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,223.146861895,62.983377305,100.000000000
16827,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,72.009355434,35.117313784,100.000000000
16828,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,66.259558992,36.724277214,100.000000000
16829,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,275.990229190,86.948104359,99.503968254
16830,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,95.282341030,37.337313097,100.000000000
16831,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,140.733112901,51.883380740,100.000000000
16832,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,151.411306292,55.351235378,96.925858951
16833,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,264.216836477,63.469449300,99.170984456
16834,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,65.711959331,45.477310578,99.166666667
16835,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,197.957277485,59.209004726,100.000000000
16836,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,66.807158653,53.744271947,99.180327869
16837,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,103.222536116,54.536861883,96.551724138
16838,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,300.358414109,69.315073744,100.000000000
16839,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,130.602519170,59.283378450,97.903563941
16840,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,83.235148486,57.623824855,99.013157895
16841,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,78.580551367,60.942932045,97.909407666
16842,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,102.948736285,65.943376389,98.138297872
16843,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,353.201781404,72.655964493,100.000000000
16844,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,207.540271554,56.756861196,100.000000000
16845,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,140.459313070,49.304273321,100.000000000
16846,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,79.128151028,36.111241332,96.885813149
16847,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,332.119194452,75.055517859,100.000000000
16848,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,122.936123915,70.996410898,99.331848552
16849,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,150.042307139,51.143380969,100.000000000
16850,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,205.076073079,56.375969531,100.000000000
16851,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,86.794546283,43.511239042,98.107255521
16852,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,83.508948316,38.331240645,100.000000000
16853,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,268.323833935,71.990338446,100.000000000
16854,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,65.164359670,35.804723390,100.000000000
16855,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,72.830754925,46.090346461,99.624060150
16856,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,84.604147639,37.770794927,100.000000000
16857,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,334.857192758,97.921137036,96.647587899
16858,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,61.331162042,33.965615742,100.000000000
16859,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,84.330347808,53.617308059,100.000000000
16860,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,351.011382760,104.454171087,98.673946958
16861,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,74.199754078,58.342041067,100.000000000
16862,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,72.830754925,39.811240187,100.000000000
16863,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,68.449957636,41.418203617,98.800000000
16864,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,214.111467487,59.462932503,100.000000000
16865,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,69.818956789,37.591240874,100.000000000
16866,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,71.187955942,40.984721787,99.230769231
16867,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,65.985759162,40.857757899,100.000000000
16868,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,160.720500530,54.103380053,100.000000000
16869,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,197.409677824,85.796406318,95.977808599
16870,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,159.899101039,63.775967241,99.657534247
16871,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,72.283155264,55.456415707,100.000000000
16872,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,175.779491210,59.537306227,99.844236760
16873,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,60.783562381,43.257311265,99.099099099
16874,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,94.460941538,42.517311494,99.130434783
16875,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,76.390152722,38.204276756,100.000000000
16876,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,78.580551367,41.111685676,100.000000000
16877,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,80.497150180,37.718204762,100.000000000
16878,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,106.508134082,49.304273321,98.971722365
16879,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,87.068346114,41.597757670,99.685534591
16880,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,100.758337641,57.496860967,100.000000000
16881,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,61.331162042,35.931687279,100.000000000
16882,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,68.997557298,49.663381427,98.412698413
16883,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,65.985759162,34.070796071,100.000000000
16884,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,102.948736285,51.090790805,100.000000000
16885,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,144.566310528,80.774178415,98.484848485
16886,1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,63.521560687,60.741594433,99.568965517
16887,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,198.231077315,59.589896392,100.000000000
16888,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,1827.340069063,235.627993232,100.000000000
16889,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,157.161102733,58.236860738,100.000000000
16890,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,350.463783099,100.447654291,99.531250000
16891,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,183.993486127,52.802934564,100.000000000
16892,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,75.568753231,35.984277443,100.000000000
16893,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,307.203409872,67.042484266,100.000000000
16894,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,64.069160348,52.697754235,97.008547009
16895,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,107.055733743,42.644275382,100.000000000
16896,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,80.223350350,36.111241332,100.000000000
16897,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,92.818142555,47.697309891,100.000000000
16898,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,83.508948316,117.668986636,92.131147541
16899,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,99.663138319,38.204276756,100.000000000
16900,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,109.793732049,41.470793782,100.000000000
16901,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,91.449143402,37.030795156,100.000000000
16902,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,105.412934760,49.483827374,99.480519481
16903,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,168.934495447,48.796417768,100.000000000
16904,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,76.116352892,35.804723390,100.000000000
16905,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,431.234733110,96.979799653,98.158730159
16906,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,275.442629529,93.354174522,99.900596421
16907,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,5883.136958938,491.511691617,100.000000000
16908,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,162.637099344,52.137308517,99.663299663
16909,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,217.123265623,57.676415020,100.000000000
16910,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,123.757523407,42.950793324,100.000000000
16911,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,144.840110359,46.090346461,100.000000000
16912,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,119.650525949,41.470793782,100.000000000
16913,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,84.877947469,37.337313097,100.000000000
16914,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,260.657438680,130.459343401,99.054621849
16915,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,153.327905106,77.835962890,100.000000000
16916,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,121.840924593,42.337757441,100.000000000
16917,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,117.186327474,45.043828748,100.000000000
16918,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,240.943850880,65.816412501,100.000000000
16919,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,89.532544588,55.097307601,97.859327217
16920,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,243.408049355,62.602485640,100.000000000
16921,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,78.306751536,94.728993735,92.657342657
16922,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,167.017896633,48.616863715,100.000000000
16923,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,61.878761703,32.411242477,100.000000000
16924,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,214.385267317,60.075968386,98.722860792
16925,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,152.232705783,50.455971363,100.000000000
16926,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,74.473553908,33.330796300,100.000000000
16927,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,173.041492905,49.663381427,100.000000000
16928,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,98.841738827,37.770794927,100.000000000
16929,1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,60.235962720,31.491688653,100.000000000
