number,Label,Area,Perim.,%Area
3239,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,123.757523407,43.563829206,100.000000000
3240,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,172.220093413,90.214621385,99.841017488
3241,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,188.921883077,54.716415936,100.000000000
3242,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,95.556140860,38.764722474,100.000000000
3243,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,66.533358823,30.751688882,100.000000000
3244,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,71.187955942,33.278206136,100.000000000
3245,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,304.465411567,84.855068935,98.021582734
3246,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,97.472739674,38.204276756,100.000000000
3247,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,152.780305445,52.750344400,100.000000000
3248,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,130.054919509,45.656864631,100.000000000
3249,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,64.616760009,30.624724993,100.000000000
3250,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,66.807158653,32.411242477,100.000000000
3251,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,70.914156111,33.891242019,100.000000000
3252,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,97.472739674,38.331240645,100.000000000
3253,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,95.556140860,41.851685447,100.000000000
3254,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,174.410492058,50.276417310,100.000000000
3255,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,125.126522559,43.870347147,100.000000000
3256,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,115.817328321,42.950793324,100.000000000
3257,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,82.413748994,40.170348292,100.000000000
3258,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,139.090313917,43.870347147,100.000000000
3259,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,314.596005297,70.435965180,100.000000000
3260,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,203.159474265,56.883825084,100.000000000
3261,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,112.531730354,42.950793324,100.000000000
3262,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,70.914156111,32.411242477,100.000000000
3263,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,84.330347808,34.758205678,100.000000000
3264,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,90.627743911,36.238205220,100.000000000
3265,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,62.152561534,37.897758815,100.000000000
3266,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,87.889745605,36.111241332,100.000000000
3267,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,127.864520865,44.176865089,100.000000000
3268,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,101.579737133,52.570790347,99.191374663
3269,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,67.354758314,31.671242706,100.000000000
3270,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,90.353944080,36.163831496,100.000000000
3271,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,189.195682907,70.869447010,100.000000000
3272,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,216.301866131,77.708999002,98.481012658
3273,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,79.675750689,36.365169108,100.000000000
3274,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,87.068346114,36.238205220,100.000000000
3275,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,100.758337641,38.077312868,100.000000000
3276,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,95.556140860,38.637758586,100.000000000
3277,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,81.592349503,34.810795842,100.000000000
3278,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,120.471925440,44.176865089,100.000000000
3279,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,104.317735438,39.811240187,96.850393701
3280,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,79.128151028,34.758205678,100.000000000
3281,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,140.185513239,49.969899368,100.000000000
3282,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,155.244503919,47.009900284,100.000000000
3283,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,189.469482738,53.490344171,99.566473988
3284,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,75.568753231,33.278206136,100.000000000
3285,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,99.936938149,36.851241103,100.000000000
3286,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,105.960534421,44.303828977,100.000000000
3287,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,84.604147639,42.464721329,100.000000000
3288,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,217.944665114,57.549451131,100.000000000
3289,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,69.271357128,31.491688653,100.000000000
3290,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,129.781119679,52.750344400,99.156118143
3291,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,222.599262234,59.230788286,100.000000000
3292,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,64.890559839,31.185170711,100.000000000
3293,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,62.700161195,30.191243164,100.000000000
3294,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,79.401950858,36.365169108,100.000000000
3295,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,80.223350350,33.584724077,100.000000000
3296,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,219.861263928,65.203376618,100.000000000
3297,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,146.482909342,47.570346003,100.000000000
3298,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,151.411306292,48.923381656,100.000000000
3299,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,66.807158653,33.711687966,100.000000000
3300,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,62.973961026,30.318207052,100.000000000
3301,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,84.056547978,34.631241790,100.000000000
3302,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,91.996743063,39.863830351,100.000000000
3303,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,61.057362212,30.318207052,100.000000000
3304,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,119.102926287,41.343829893,100.000000000
3305,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,134.983316459,59.103824397,100.000000000
3306,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,146.756709173,48.743827603,99.813432836
3307,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,176.053291041,53.923826000,99.844479005
3308,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,60.783562381,31.364724764,100.000000000
3309,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,86.520746452,35.064723619,100.000000000
3310,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,64.069160348,33.278206136,100.000000000
3311,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,117.186327474,42.031239500,100.000000000
3312,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,94.460941538,42.083829664,100.000000000
3313,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,61.604961873,28.965171398,100.000000000
3314,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,105.960534421,39.557312410,100.000000000
3315,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,79.401950858,36.111241332,100.000000000
3316,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,76.937752383,32.844724306,100.000000000
3317,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,61.604961873,51.143380969,100.000000000
3318,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,88.711145097,48.616863715,100.000000000
3319,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,95.829940691,43.817756983,100.000000000
3320,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,134.435716798,45.529900742,100.000000000
3321,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,72.830754925,33.151242248,100.000000000
3322,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,70.640356281,31.491688653,100.000000000
3323,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,104.591535269,41.037311952,100.000000000
3324,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,118.555326626,41.164275840,100.000000000
3325,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,70.640356281,33.405170024,100.000000000
3326,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,62.426361364,38.204276756,100.000000000
3327,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,108.972332557,39.684276298,100.000000000
3328,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,68.176157806,34.324723848,100.000000000
3329,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,61.331162042,28.838207510,100.000000000
3330,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,150.042307139,46.523828290,100.000000000
3331,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,152.506505614,49.356863486,100.000000000
3332,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,74.199754078,38.944276527,98.523985240
3333,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,78.032951706,35.244277672,100.000000000
3334,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,72.009355434,34.578651625,100.000000000
3335,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,112.257930524,43.690793095,100.000000000
3336,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,150.863706631,52.010344629,100.000000000
3337,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,104.865335099,38.764722474,100.000000000
3338,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,100.484537810,38.510794698,100.000000000
3339,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,144.292510698,45.656864631,100.000000000
3340,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,122.936123915,44.430792866,100.000000000
3341,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,93.365742216,42.031239500,98.533724340
3342,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,350.737582929,73.142036487,100.000000000
3343,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,68.723757467,31.237760876,100.000000000
3344,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,83.782748147,34.631241790,100.000000000
3345,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,119.376726118,47.263828061,99.770642202
3346,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,76.116352892,32.844724306,100.000000000
3347,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,141.280712562,46.269900513,100.000000000
3348,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,84.877947469,38.637758586,100.000000000
3349,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,218.218464945,69.822929297,100.000000000
3350,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,144.840110359,48.437309662,100.000000000
3351,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,138.268914426,47.211237897,99.603960396
3352,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,112.805530185,47.009900284,100.000000000
3353,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,173.862892397,79.368552596,99.685039370
3354,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,87.342145944,37.157759044,100.000000000
3355,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,62.426361364,31.058206823,100.000000000
3356,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,82.413748994,37.464276985,100.000000000
3357,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,136.078515781,47.211237897,100.000000000
3358,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,135.530916120,54.409897995,99.393939394
3359,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,100.484537810,39.557312410,100.000000000
3360,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,133.066717645,57.063379137,99.794238683
3361,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,83.782748147,35.984277443,100.000000000
3362,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,129.233520018,43.690793095,95.338983051
3363,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,73.652154417,31.798206594,100.000000000
3364,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,138.268914426,49.050345545,100.000000000
3365,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,126.769321543,43.743383259,100.000000000
3366,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,174.136692227,55.022933877,100.000000000
3367,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,149.494707478,46.957310120,100.000000000
3368,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,78.580551367,34.937759731,100.000000000
3369,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,206.992671893,62.116413646,99.338624339
3370,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,125.674122221,41.904275611,100.000000000
3371,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,87.342145944,35.244277672,100.000000000
3372,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,61.878761703,29.271689340,100.000000000
3373,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,105.412934760,39.736866463,100.000000000
3374,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,93.913341877,38.891686363,100.000000000
3375,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,84.877947469,33.891242019,100.000000000
3376,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,92.818142555,35.804723390,100.000000000
3377,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,294.061018006,78.882480602,99.441340782
3378,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,79.128151028,34.504277901,100.000000000
3379,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,87.068346114,36.417759273,100.000000000
3380,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,94.460941538,39.250794469,100.000000000
3381,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,91.996743063,39.504722245,100.000000000
3382,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,167.291696464,48.616863715,100.000000000
3383,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,158.803901717,82.888997399,100.000000000
3384,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,71.461755772,33.024278359,100.000000000
3385,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,125.126522559,42.696865547,100.000000000
3386,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,61.604961873,30.445170940,100.000000000
3387,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,67.080958484,32.104724535,100.000000000
3388,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,98.020339335,37.284722932,100.000000000
3389,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,92.270542894,37.030795156,100.000000000
3390,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,108.698532727,42.390347605,99.748110831
3391,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,66.807158653,32.538206365,100.000000000
3392,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,64.069160348,31.058206823,100.000000000
3393,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,226.980059522,61.122486098,100.000000000
3394,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,71.735555603,31.058206823,100.000000000
3395,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,61.331162042,31.364724764,100.000000000
3396,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,121.567124762,42.337757441,100.000000000
3397,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,168.934495447,49.790345316,98.055105348
3398,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,79.949550519,33.151242248,100.000000000
3399,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,65.711959331,31.058206823,100.000000000
3400,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,289.406420887,80.415070309,100.000000000
3401,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,111.710330863,41.343829893,100.000000000
3402,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,100.758337641,40.476866234,100.000000000
3403,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,111.710330863,39.736866463,100.000000000
3404,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,141.280712562,48.183381885,100.000000000
3405,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,124.578922898,42.210793553,100.000000000
3406,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,120.471925440,45.170792637,100.000000000
3407,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,220.135063759,69.875519462,99.378109453
3408,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,392.081357342,87.815068019,99.930167598
3409,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,163.732298666,49.102935709,100.000000000
3410,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,124.852722729,56.704271031,100.000000000
3411,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,72.830754925,33.151242248,99.624060150
3412,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,106.234334252,40.244722016,100.000000000
3413,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,227.527659184,76.102035571,99.879663057
3414,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,193.850280026,74.748999918,100.000000000
3415,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,139.364113748,57.496860967,99.410609037
3416,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,154.423104428,79.495516485,98.936170213
3417,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,112.805530185,43.077757212,100.000000000
3418,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,66.533358823,31.977760647,100.000000000
3419,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,148.673307986,51.270344858,100.000000000
3420,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,65.164359670,31.544278817,100.000000000
3421,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,107.329533574,41.597757670,100.000000000
3422,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,73.378354586,34.018205907,100.000000000
3423,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,67.628558145,31.977760647,100.000000000
3424,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,185.088685449,77.835962890,98.964497041
3425,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,87.889745605,34.631241790,100.000000000
3426,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,144.840110359,46.396864402,100.000000000
3427,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,155.792103581,60.075968386,100.000000000
3428,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,64.069160348,33.278206136,100.000000000
3429,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,130.602519170,43.690793095,100.000000000
3430,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,63.247760856,30.445170940,100.000000000
3431,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,87.889745605,43.511239042,99.065420561
3432,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,68.997557298,31.364724764,100.000000000
3433,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,87.342145944,36.111241332,100.000000000
3434,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,72.830754925,31.058206823,100.000000000
3435,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,122.388524254,44.176865089,100.000000000
3436,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,83.508948316,36.724277214,99.672131148
3437,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,170.303494600,74.368108252,100.000000000
3438,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,219.313664267,80.415070309,100.000000000
3439,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,133.888117137,46.090346461,100.000000000
3440,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,99.115538658,38.077312868,100.000000000
3441,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,61.604961873,33.278206136,100.000000000
3442,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,136.352315612,43.997311036,100.000000000
3443,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,97.746539505,75.362035800,100.000000000
3444,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,74.473553908,33.151242248,100.000000000
3445,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,282.287625293,74.495072141,98.157129001
3446,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,295.430017159,124.031489679,100.000000000
3447,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,140.185513239,49.102935709,99.804687500
3448,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,91.722943233,36.851241103,100.000000000
3449,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,76.116352892,33.457760189,100.000000000
3450,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,73.652154417,32.792134142,100.000000000
3451,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,62.426361364,30.751688882,100.000000000
3452,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,146.209109511,48.310345774,100.000000000
3453,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,88.711145097,35.730349666,100.000000000
3454,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,71.187955942,33.405170024,100.000000000
3455,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,128.412120526,42.337757441,100.000000000
3456,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,62.426361364,49.737755151,97.807017544
3457,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,201.242875451,58.267667343,100.000000000
3458,1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,81.866149333,34.758205678,100.000000000
3459,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,72.556955095,36.111241332,100.000000000
3460,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,86.246946622,36.597313326,100.000000000
3461,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,109.519932218,40.984721787,100.000000000
3462,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,114.174529338,53.056862341,100.000000000
3463,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,70.366556450,36.365169108,98.832684825
3464,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,118.281526796,43.436865318,99.305555556
3465,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,133.340517476,47.824273779,99.589322382
3466,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,230.265657489,84.242033052,98.335315101
3467,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,103.770135777,40.424276069,100.000000000
3468,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,121.019525101,52.570790347,100.000000000
3469,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,89.258744758,50.657308975,98.159509202
3470,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,126.769321543,47.951237668,99.352051836
3471,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,82.961348655,43.077757212,98.349834983
3472,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,120.745725271,73.036856158,96.825396825
3473,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,106.234334252,44.864274695,100.000000000
3474,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,109.246132388,40.424276069,100.000000000
3475,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,78.580551367,38.764722474,97.909407666
3476,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,151.137506461,53.310790118,99.818840580
3477,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,115.543528490,49.304273321,99.763033175
3478,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,66.259558992,36.798650938,99.173553719
3479,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,152.780305445,47.570346003,100.000000000
3480,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,102.127336794,41.291239729,100.000000000
3481,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,79.675750689,35.804723390,100.000000000
3482,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,121.567124762,52.697754235,100.000000000
3483,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,95.282341030,43.638202930,100.000000000
3484,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,66.533358823,41.418203617,99.588477366
3485,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,153.601704936,48.616863715,99.821746881
3486,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,84.056547978,35.498205449,100.000000000
3487,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,114.722128999,48.564273550,98.806682578
3488,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,111.984130693,46.471238126,100.000000000
3489,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,75.021153570,34.758205678,100.000000000
3490,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,129.507319848,47.876863944,99.577167019
3491,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,142.102112053,77.634625278,100.000000000
3492,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,169.482095108,53.109452505,99.515347334
3493,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,84.056547978,53.289006558,100.000000000
3494,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,190.290882229,56.450343255,100.000000000
3495,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,102.401136624,45.424720413,99.465240642
3496,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,152.232705783,49.483827374,99.820143885
3497,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,225.063460709,83.068551452,99.756690998
3498,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,106.508134082,41.724721558,100.000000000
3499,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,165.101297819,54.970343713,99.834162521
3500,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,223.146861895,58.902486785,100.000000000
3501,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,64.342960178,36.417759273,98.723404255
3502,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,259.288439527,66.810340049,99.683210137
3503,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,61.604961873,34.631241790,98.666666667
3504,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,122.114724423,50.477754922,99.775784753
3505,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,73.378354586,35.371241561,100.000000000
3506,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,301.453613431,69.695965409,100.000000000
3507,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,113.353129846,57.063379137,100.000000000
3508,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,168.386895786,84.802478770,99.349593496
3509,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,127.043121373,50.911236752,96.120689655
3510,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,170.851094261,57.855969073,100.000000000
3511,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,185.088685449,51.397308746,100.000000000
3512,1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,179.065089177,52.929898452,100.000000000
