"","number","site","site_type","site_replicate","species_site_replicate","species","species_replicate","micro","diam_tig_princip_mm","diam_tig_lat_mm","diam_rac_pivot_mm","diam_rac_lat_mm","conicite_mm","empreinte_mm","empreinte_photo_mm","x_mm","y_mm","y_photo_mm","prof_pivot_mm","axes_caul_totaux","axes_caul_morts","axes_caul_inflo","axes_rac_lat","inclinaison_axe_principal","complex_rac","aire_conic","tig_ratio","rac_ratio","surface","inflo","image_surface_µm2_Tige","image_surface_rectified_µm2.x_Tige","mean_vessel_size_µm2_Tige","std_dev_vessel_size_µm2_Tige","mean_vessel_perim_µm_Tige","std_dev_perim_µm_Tige","sum_vessel_area_µm2_Tige","count_vessel_Tige","count_cluster_Tige","vessel_grouping_Tige","dh_Tige","image_surface_rectified_mm2_Tige","vessel_density_per_mm2_Tige","vessel_density_per_m2_Tige","dh_m_Tige","vessel_area_Tige","Kth_Tige","image_surface_µm2_Racine","image_surface_rectified_µm2.x_Racine","mean_vessel_size_µm2_Racine","std_dev_vessel_size_µm2_Racine","mean_vessel_perim_µm_Racine","std_dev_perim_µm_Racine","sum_vessel_area_µm2_Racine","count_vessel_Racine","count_cluster_Racine","vessel_grouping_Racine","dh_Racine","image_surface_rectified_mm2_Racine","vessel_density_per_mm2_Racine","vessel_density_per_m2_Racine","dh_m_Racine","vessel_area_Racine","Kth_Racine"
"21",21,"T2","T",2,"Ho3","Ho",3,0,4.49,1.6,3.79,1.69,8,117,125,224,14.2,NA,NA,10,0,10,2,NA,7,30.32,0.356347438752784,0.445910290237467,NA,1,283367.491824426,273925.230868222,133.354345750096,58.2523533694021,53.351943548399,13.4640876965037,26404.160458519,198,139,1.42446043165468,13.6091756927294,0.273925230868222,722.824981738365,722824981.738365,1.36091756927294e-05,0.0963918525315447,0.606247811923235,309634.752367671,293181.299150681,175.684691699187,109.034547545114,58.6718125936817,24.454851503106,81693.381640122,465,79,5.88607594936709,16.2230832013665,0.293181299150681,1586.0493194725,1586049319.4725,1.62230832013665e-05,0.278644585711231,2.6862103430289
"22",22,"t2","T",2,"Ho1","Ho",1,1,4.59,2.88,NA,NA,NA,135,132,248,7,36,32,4,0,2,NA,0,NA,NA,0.627450980392157,NA,4752,0.5,865207.464524831,826541.178655318,153.071560994971,105.331305458473,60.7973689580903,27.2281299137623,213687.899148979,1396,228,6.12280701754386,15.3803185544259,0.826541178655318,1688.96606249083,1688966062.49083,1.53803185544259e-05,0.258532671653,2.31085125928576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,"t2","T",2,"Ho2","Ho",2,1,5.83,2.69,NA,NA,NA,163,175,163,11,NA,17,5,0,5,3,0,5,NA,0.461406518010292,NA,NA,1,221635.48683024,211798.68031822,127.631451587664,50.393874385986,49.1691395698705,16.4894092750323,46330.216926322,363,104,3.49038461538462,13.2167120549868,0.21179868031822,1713.89169873299,1713891698.73299,1.32167120549868e-05,0.218746485373339,1.27869461378423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,"t2","T",2,"Ho3","Ho",3,1,4.84,2.79,NA,NA,NA,127,90,127,17,104,NA,9,0,1,NA,0,NA,NA,0.576446280991736,NA,9360,0.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,"T2","T",2,"Fe1","Fe",1,0,6.79,4.81,6.95,3.04,10,385,450,385,36,139,92,9,0,2,4,0,5,69.5,0.70839469808542,0.437410071942446,62550,0.222222222222222,135699.576815803,135699.576815803,169.793973060543,117.319675880782,52.5563436436623,18.4970494470238,25638.889932142,151,60,2.51666666666667,16.2016524510337,0.135699576815803,1112.75218053897,1112752180.53897,1.62016524510337e-05,0.188938613765494,1.87467266889228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,"T2","T",2,"Fe2","Fe",2,0,4.25,3.33,4.2,2.57,9,203,146,203,185,169,22,4,0,2,2,1,3,37.8,0.783529411764706,0.611904761904762,24674,0.5,326172.8097323,326172.8097323,144.989259213803,92.7873407858577,54.9230736741579,18.784941406548,55095.918501245,380,139,2.73381294964029,14.8016443595082,0.3261728097323,1165.02660142603,1165026601.42603,1.48016443595082e-05,0.168916343905134,1.36730514992668,180231.4764551,177369.994426066,266.597611565781,176.371808692131,70.2699232254375,27.649896300402,34124.49428042,128,74,1.72972972972973,20.1622679643686,0.177369994426066,721.655319515471,721655319.515471,2.01622679643686e-05,0.192391584556565,2.91592999862298
"27",27,"T2","T",2,"Fe3","Fe",3,0,5.92,4.28,5.95,2.26,15,295,281,323,NA,149,51,2,0,2,4,1,4,89.25,0.722972972972973,0.379831932773109,41869,1,339113.137323558,335605.213894605,171.400223529648,85.2602005474226,78.2683789852682,22.1435332698756,30680.640011807,179,138,1.29710144927536,15.6079292155186,0.335605213894605,533.3647767946,533364776.7946,1.56079292155186e-05,0.0914188419654353,0.773918495697082,211788.002124829,211788.002124829,197.854602548192,112.801892371305,60.1618288780673,21.3068950251175,20576.878665012,104,76,1.36842105263158,17.018810834905,0.211788002124829,491.057089903997,491057089.903997,1.7018810834905e-05,0.0971579053514272,1.0072530178045
"28",28,"T2","T",2,"Fe1","Fe",1,0,4.43,2.75,5.22,NA,45,205,284,253,295,350,75,6,1,2,3,0,5,234.9,0.620767494356659,NA,99400,0.333333333333333,101380.410855866,101380.410855866,194.270620611394,101.673123848039,60.9454391711408,16.7306347942808,13793.214063409,71,48,1.47916666666667,16.6960404029739,0.101380410855866,700.332533677948,700332533.677948,1.66960404029739e-05,0.136054035951965,1.33060146386182,76183.1600503946,76183.1600503946,180.506412813208,93.1759825400295,54.0947196218868,14.8986185161647,9566.8398791,53,35,1.51428571428571,16.0663377866828,0.0761831600503946,695.691803345265,695691803.345266,1.60663377866828e-05,0.125576831845405,1.13337651105365
"29",29,"T2","T",2,"Fe2","Fe",2,0,3.92,3.26,NA,NA,32,NA,181,295,237,193,18,2,0,2,2,1,5,NA,0.831632653061224,NA,34933,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,"T2","T",2,"Fe3","Fe",3,0,5.05,2.97,NA,NA,14,182,204,194,115,115,17,5,0,3,2,0,6,NA,0.588118811881188,NA,23460,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,"T2","T",2,"Ft1","Ft",1,0,9.55,6.89,9.49,5.18,24.11,NA,317,317,138,194,71,3,0,3,5,0,5,228.8039,0.721465968586387,0.545837723919916,61498,1,248969.471513292,216214.797785094,229.849802516293,147.758119205084,76.7776017457531,43.8969074908654,54934.102801394,239,76,3.14473684210526,18.6465749659741,0.216214797785094,1105.38225157722,1105382251.57722,1.86465749659741e-05,0.254071892230039,3.26737152818674,234387.987737743,214454.264874684,219.631912122214,112.661512522416,59.1383354547013,20.0124648610906,33823.314466821,154,101,1.52475247524752,17.7221865193805,0.214454264874684,718.101829730407,718101829.730407,1.77221865193805e-05,0.15771807796215,1.73198845378192
"32",32,"T2","T",2,"Ft2","Ft",2,0,5.27,3.74,4.83,2.93,22,NA,131,146,117,128,29,2,0,2,3,0,4,106.26,0.709677419354839,0.606625258799172,16768,1,160685.454152094,160685.454152094,100.990306941764,36.4691281584398,48.7777902399583,13.0795549750405,7271.302099807,72,63,1.14285714285714,11.6877049807015,0.160685454152094,448.080384001962,448080384.001962,1.16877049807015e-05,0.0452517755149416,0.204438479176636,104080.350984879,85045.786765333,111.774411674149,41.0456909910072,55.6450144411702,11.5669190670534,5253.397348685,47,38,1.23684210526316,12.3051243940102,0.085045786765333,552.64348520506,552643485.20506,1.23051243940102e-05,0.0617714004243468,0.309798160978754
"33",33,"T2","T",2,"Ft3","Ft",3,0,6.68,3.94,6.5,3.99,19,127,109,127,NA,51,22,3,0,3,3,0,3,123.5,0.589820359281437,0.613846153846154,5559,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230678.547633508,230678.547633508,215.908405633963,120.631922473206,63.1694478336,22.8229871620729,29147.634760585,135,112,1.20535714285714,17.7376269589003,0.230678547633508,585.22997211896,585229972.11896,1.77376269589003e-05,0.126356070209413,1.41644062757671
"34",34,"t2","T",2,"Ft1","Ft",1,1,10.56,7.81,9.43,5.38,38,210,201,210,NA,121,30,2,0,2,2,0,6,358.34,0.739583333333333,0.570519618239661,24321,1,458603.490371217,405208.142617491,191.353620746881,99.8845300400563,72.8399315710206,25.6198276770443,37122.602424895,194,157,1.23566878980892,16.5735529504786,0.405208142617491,478.766292174766,478766292.174766,1.65735529504786e-05,0.0916136634992008,0.883234030239029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",35,"t2","T",2,"Ft2","Ft",2,1,10.24,5.68,8.94,6.82,9,125,121,210,40,88,169,3,0,1,2,0,5,80.46,0.5546875,0.762863534675615,10648,0.333333333333333,245083.704318186,193764.85447932,180.933839476709,124.767693073982,57.2526768002524,23.8698605343117,18636.185466101,103,70,1.47142857142857,16.7151647594245,0.19376485447932,531.572148503293,531572148.503293,1.67151647594245e-05,0.0961793897875839,1.0145994257948,79615.5147261172,68100.3152528512,77.5452457574062,18.1817524948649,37.3989864240937,7.2169414527666,2481.447864237,32,18,1.77777777777778,10.066214661926,0.0681003152528512,469.895034717335,469895034.717335,1.0066214661926e-05,0.0364381259473407,0.117965592386208
"36",36,"t2","T",2,"Ft3","Ft",3,1,10.71,5.85,6.35,5.02,20,87,77,130,89,71,93,3,0,3,0,1,3,127,0.546218487394958,0.790551181102362,5467,1,164455.67781871,148547.633864167,130.983231315714,51.8374282876929,49.3483193999619,10.9995572321436,13753.23928815,105,71,1.47887323943662,13.3881555888472,0.148547633864167,706.843975017554,706843975.017554,1.33881555888472e-05,0.0925847078838432,0.555259900373898,96220.9268490608,76507.8866494218,307.15940632825,132.98602595992,70.1890669062143,18.1590494852522,17200.926754382,56,35,1.6,20.6292894008579,0.0765078866494218,731.950684464805,731950684.464805,2.06292894008579e-05,0.224825537701766,3.24122098582582
"37",37,"T3","T",3,"Ho1","Ho",1,0,6.92,5.01,4.83,2.28,40,60,123,134,88,NA,11,4,0,3,4,0,5,193.2,0.723988439306358,0.472049689440994,NA,0.75,523425.326453112,511964.886945955,134.936849124939,58.7598906838829,51.793531362846,18.4330080828832,103361.626429703,766,257,2.98054474708171,13.6883302612053,0.511964886945955,1496.19635942115,1496196359.42115,1.36883302612053e-05,0.201892022412495,1.28434068610984,158771.593336578,158771.593336578,152.859306976715,76.2763389312944,49.8288265349644,13.0238528965594,38673.404665109,253,46,5.5,14.7453760684243,0.158771593336578,1593.48404008057,1593484040.08057,1.47453760684243e-05,0.243578866045173,1.84187807597739
"38",38,"T3","T",3,"Ho2","Ho",2,0,6.16,3.03,4.31,2.36,24,130,150,195,22,103,16,4,0,3,3,1,7,103.44,0.491883116883117,0.547563805104408,15450,0.75,494332.999258295,486177.049905996,134.613989414956,70.7033131356308,53.4999199282752,14.2804006160338,54787.893691887,407,273,1.49084249084249,13.9121348895222,0.486177049905996,837.143588079065,837143588.079065,1.39121348895222e-05,0.112691238104473,0.766769486169605,62083.0163769453,62083.0163769453,201.818162735596,140.971318156962,58.2074272736854,21.8234850877667,17961.816483468,89,17,5.23529411764706,17.6879980665303,0.0620830163769453,1433.5643658102,1433564365.8102,1.76879980665303e-05,0.289319326471034,3.43100754112418
